fichero,url,delta_sg,calificacion
20250529_28077890_IES SIMONE VEIL_url_web_NTP.json,http://www.educa.madrid.org/ies.simoneveil.paracuellos,1.236912,9.59
20250529_28077907_IES AFRICA_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.africa.fuenlabrada/,-0.053226,9.98
20250529_28077907_IES AFRICA_url_web_NTP.json,http://www.educa.madrid.org/ies.africa.fuenlabrada,0.227036,9.92
20250529_28078031_IES ISABEL LA CATOLICA_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.isabellacatolica.boadilla/,-0.812045,9.73
20250529_28078031_IES ISABEL LA CATOLICA_url_web_NTP.json,http://www.educa.madrid.org/ies.isabellacatolica.boadilla,1.526283,9.49
20250529_28078043_IES GLORIA FUERTES_url_aula_NTP.json,https://aulavirtual36.educa.madrid.org/ies.gloriafuertes.alcobendas/,-0.089138,9.97
20250529_28078043_IES GLORIA FUERTES_url_web_NTP.json,http://site.educa.madrid.org/ies.gloriafuertes.alcobendas/,-0.204222,9.93
20250529_28078547_IES ELISA SORIANO FISCHER_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.elisasorianofischer.getafe/,-0.735599,9.75
20250529_28078547_IES ELISA SORIANO FISCHER_url_web_NTP.json,http://www.educa.madrid.org/ies.elisasorianofischer.getafe,0.501223,9.83
20250529_28078559_IES ANTONIO FRAGUAS FORGES_url_aula_NTP.json,https://aulavirtual34.educa.madrid.org/ies.forges.madrid/,-0.735863,9.75
20250529_28078559_IES ANTONIO FRAGUAS FORGES_url_web_NTP.json,http://www.educa.madrid.org/ies.forges.madrid,0.55336,9.82
20250529_28079357_IES JANE GOODALL_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.janegoodall.madrid/,-0.387637,9.87
20250529_28079357_IES JANE GOODALL_url_web_NTP.json,http://www.educa.madrid.org/ies.janegoodall.madrid,0.877897,9.71
20250529_28079370_IES ANA FRANK_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.anafrank.madrid/,-0.720787,9.76
20250529_28079370_IES ANA FRANK_url_web_NTP.json,https://site.educa.madrid.org/ies.anafrank.madrid/,0.187215,9.94
20250529_28079382_IES ADA BYRON_url_web_NTP.json,http://www.educa.madrid.org/ies.adabyron.madrid,-0.093032,9.97
20250529_28079394_IES FRANCISCA DE PEDRAZA_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.franciscadepedraza.alcala/,-0.415025,9.86
20250529_28079394_IES FRANCISCA DE PEDRAZA_url_web_NTP.json,http://www.educa.madrid.org/ies.franciscadepedraza.alcala,0.605039,9.8
20250529_28079400_IES JUAN BAUTISTA MONEGRO_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.juanbautistamonegro.torrejondeardoz/,-0.228484,9.92
20250529_28079400_IES JUAN BAUTISTA MONEGRO_url_web_NTP.json,http://www.educa.madrid.org/ies.juanbautistamonegro.torrejondeardoz,1.072421,9.64
20250529_28080025_IES JOSE PEDRO PEREZ LLORCA_url_aula_NTP.json,http://aulavirtual3.educa.madrid.org/ies.josepedroperezllorca.parla,0.548338,9.82
20250529_28080025_IES JOSE PEDRO PEREZ LLORCA_url_web_NTP.json,http://www.educa.madrid.org/ies.josepedroperezllorca.parla,0.424714,9.86
20250529_28080037_IES BLANCA FERNANDEZ OCHOA_url_aula_NTP.json,https://aulavirtual36.educa.madrid.org/ies.blancafdezochoa.madrid/,-0.257091,9.91
20250529_28080037_IES BLANCA FERNANDEZ OCHOA_url_web_NTP.json,http://www.educa.madrid.org/ies.blancafdezochoa.madrid,1.192704,9.6
20250529_28080050_IES TORCUATO FERNANDEZ MIRANDA_url_aula_NTP.json,https://aulavirtual36.educa.madrid.org/ies.torcuatofdezmiranda.arroyomolinos/,-0.713457,9.76
20250529_28080050_IES TORCUATO FERNANDEZ MIRANDA_url_web_NTP.json,http://www.educa.madrid.org/ies.torcuatofdezmiranda.arroyomolinos,0.353394,9.88
20250529_28080141_IES CENTRO INTEGRAL DE FORMACION PROFESIONAL A DISTANCIA IGNACIO ELLACURIA_url_aula_NTP.json,https://aulavirtual37.educa.madrid.org/ies.ignacioellacuria.alcorcon/,-0.58136,9.81
20250529_28080141_IES CENTRO INTEGRAL DE FORMACION PROFESIONAL A DISTANCIA IGNACIO ELLACURIA_url_web_NTP.json,http://www.educa.madrid.org/ies.ignacioellacuria.alcorcon,0.890081,9.7
20250529_28080517_IES ISIDRA DE GUZMAN_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.isidradeguzman.alcala/,-0.014301,10.0
20250529_28080517_IES ISIDRA DE GUZMAN_url_web_NTP.json,http://www.educa.madrid.org/ies.isidradeguzman.alcala,-1.135626,9.62
20250529_28080967_IES MARIA GOYRI GOYRI_url_aula_NTP.json,https://aulavirtual38.educa.madrid.org/ies.mariagoyrigoyri.madrid/,-0.394929,9.87
20250529_28080967_IES MARIA GOYRI GOYRI_url_web_NTP.json,http://www.educa.madrid.org/ies.mariagoyrigoyri.madrid,0.138024,9.95
20250529_28082307_IES  EL BOALO_url_aula_NTP.json,http://aulavirtual3.educa.madrid.org/ies.elboalo,1.465011,9.51
20250529_28082307_IES  EL BOALO_url_web_NTP.json,http://www.educa.madrid.org/ies.elboalo,0.722875,9.76
20250530_28000364_IES COMPLUTENSE_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.complutense.alcala/,0.274428,9.91
20250530_28000364_IES COMPLUTENSE_url_web_NTP.json,http://www.educa.madrid.org/ies.complutense.alcala,1.256912,9.58
20250530_28000467_IES ALONSO DE AVELLANEDA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.alonsodeavellan.alcala/,0.246218,9.92
20250530_28000467_IES ALONSO DE AVELLANEDA_url_web_NTP.json,http://www.educa.madrid.org/ies.alonsodeavellan.alcala,-10.735894,6.42
20250530_28000522_IES ANTONIO MACHADO_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.machado.alcala/,-0.105292,9.96
20250530_28000522_IES ANTONIO MACHADO_url_web_NTP.json,http://www.educa.madrid.org/ies.machado.alcala,-11.140424,6.29
20250530_28000753_IES FRANCISCO GINER DE LOS RIOS_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.ginerdelosrios.alcobendas/,0.2763,9.91
20250530_28000753_IES FRANCISCO GINER DE LOS RIOS_url_web_NTP.json,http://www.educa.madrid.org/ies.ginerdelosrios.alcobendas,-10.636141,6.45
20250530_28001629_IES DOMENICO SCARLATTI_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.domenicoscarlat.aranjuez/,-0.31221,9.9
20250530_28001629_IES DOMENICO SCARLATTI_url_web_NTP.json,http://www.educa.madrid.org/ies.domenicoscarlat.aranjuez,0.783926,9.74
20250530_28001678_IES JORGE MANRIQUE_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.jorgemanrique.trescantos/,-0.33564,9.89
20250530_28001678_IES JORGE MANRIQUE_url_web_NTP.json,http://www.educa.madrid.org/ies.jorgemanrique.trescantos,-11.311041,6.23
20250530_28001769_IES EL CARRASCAL_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.elcarrascal.arganda/,-0.23692,9.92
20250530_28001769_IES EL CARRASCAL_url_web_NTP.json,http://www.educa.madrid.org/ies.elcarrascal.arganda,-0.189181,9.94
20250530_28002181_IES JUAN CARLOS I_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.juancarlosprimero.ciempozuelos/,-0.179968,9.94
20250530_28002181_IES JUAN CARLOS I_url_web_NTP.json,http://www.educa.madrid.org/ies.juancarlosprimero.ciempozuelos,-0.634066,9.79
20250530_28002312_IES MARQUES DE SANTILLANA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.marquesdesantil.colmenarviejo/,-0.406915,9.86
20250530_28002312_IES MARQUES DE SANTILLANA_url_web_NTP.json,http://www.educa.madrid.org/ies.marquesdesantil.colmenarviejo,-11.172987,6.28
20250530_28002415_IES JAIME FERRAN_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.jaimeferran.colladovillalba/,-0.097254,9.97
20250530_28002415_IES JAIME FERRAN_url_web_NTP.json,http://www.educa.madrid.org/ies.jaimeferran.colladovillalba,0.173957,9.94
20250530_28002580_IES MIGUEL CATALÁN_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.miguelcatalan.coslada/,-0.369903,9.88
20250530_28002580_IES MIGUEL CATALÁN_url_web_NTP.json,http://www.educa.madrid.org/ies.miguelcatalan.coslada,-11.245217,6.25
20250530_28003201_IES MATEMATICO PUIG ADAM_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.puigadam.getafe/,0.049381,9.98
20250530_28003201_IES MATEMATICO PUIG ADAM_url_web_NTP.json,http://www.educa.madrid.org/ies.puigadam.getafe,-10.813133,6.4
20250530_28003304_IES ALARNES_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.alarnes.getafe/,-0.252513,9.92
20250530_28003304_IES ALARNES_url_web_NTP.json,http://www.educa.madrid.org/ies.alarnes.getafe,0.488602,9.84
20250530_28003882_IES JOSE DE CHURRIGUERA_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.churriguera.leganes/,0.286069,9.9
20250530_28003882_IES JOSE DE CHURRIGUERA_url_web_NTP.json,http://www.educa.madrid.org/ies.churriguera.leganes,-11.154362,6.28
20250530_28003894_IES LUIS VIVES_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.luisvives.leganes/,-0.017151,9.99
20250530_28003894_IES LUIS VIVES_url_web_NTP.json,http://www.educa.madrid.org/ies.luisvives.leganes,0.256598,9.91
20250530_28003900_IES MARIA ZAMBRANO_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.mariazambrano.leganes/,0.295702,9.9
20250530_28003900_IES MARIA ZAMBRANO_url_web_NTP.json,http://www.educa.madrid.org/ies.mariazambrano.leganes,0.330008,9.89
20250530_28004059_IES CERVANTES_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.cervantes.madrid/,-0.41025,9.86
20250530_28004059_IES CERVANTES_url_web_NTP.json,http://www.educa.madrid.org/ies.cervantes.madrid,0.192551,9.94
20250530_28013899_IES EL ESPINILLO _url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.elespinillo.madrid/,-0.111767,9.96
20250530_28013899_IES EL ESPINILLO _url_web_NTP.json,http://www.educa.madrid.org/ies.elespinillo.madrid,-10.921863,6.36
20250530_28015756_IES VALDEBERNARDO_url_aula_NTP.json,http://aulavirtual3.educa.madrid.org/ies.valdebernardo.madrid,-0.198211,9.93
20250530_28015756_IES VALDEBERNARDO_url_web_NTP.json,http://www.educa.madrid.org/ies.valdebernardo.madrid,-0.251957,9.92
20250530_28018344_IES SANTA TERESA DE JESUS_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.santateresa.madrid/,-0.083335,9.97
20250530_28018344_IES SANTA TERESA DE JESUS_url_web_NTP.json,http://www.educa.madrid.org/ies.santateresa.madrid,0.073739,9.98
20250530_28018356_IES SANTAMARCA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.santamarca.madrid/,0.285458,9.9
20250530_28018356_IES SANTAMARCA_url_web_NTP.json,http://www.educa.madrid.org/ies.santamarca.madrid,-10.691472,6.44
20250530_28018368_IES SANTA ENGRACIA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.santaengracia.madrid/,0.265273,9.91
20250530_28018368_IES SANTA ENGRACIA_url_web_NTP.json,http://www.educa.madrid.org/ies.santaengracia.madrid,0.543699,9.82
20250530_28018381_IES ORTEGA Y GASSET_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.ortegaygasset.madrid/,0.164704,9.95
20250530_28018381_IES ORTEGA Y GASSET_url_web_NTP.json,http://www.educa.madrid.org/ies.ortegaygasset.madrid,0.609618,9.8
20250530_28018435_IES EMILIO CASTELAR_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.emiliocastelar.madrid/,-0.137624,9.95
20250530_28018435_IES EMILIO CASTELAR_url_web_NTP.json,http://www.educa.madrid.org/ies.emiliocastelar.madrid,0.747932,9.75
20250530_28018460_IES ARCIPRESTE DE HITA_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.arciprestedehita.madrid/,0.341503,9.89
20250530_28018460_IES ARCIPRESTE DE HITA_url_web_NTP.json,https://www.educa2.madrid.org/web/centro.ies.arciprestedehita.madrid,-0.802661,9.73
20250530_28018472_IES SAN CRISTOBAL DE LOS ANGELES_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.sancristobal.madrid/,-0.371695,9.88
20250530_28018472_IES SAN CRISTOBAL DE LOS ANGELES_url_web_NTP.json,http://www.educa.madrid.org/ies.sancristobal.madrid,-11.334351,6.22
20250530_28018484_IES CARLOS MARIA RODRIGUEZ DE VALCARCEL_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.rodriguezdevalcarcel.madrid/,0.240857,9.92
20250530_28018484_IES CARLOS MARIA RODRIGUEZ DE VALCARCEL_url_web_NTP.json,http://www.educa.madrid.org/ies.rodriguezdevalcarcel.madrid,-10.767364,6.41
20250530_28018903_IES JOAQUÍN TURINA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.joaquinturina.madrid/,0.343619,9.89
20250530_28018903_IES JOAQUÍN TURINA_url_web_NTP.json,http://www.educa.madrid.org/ies.joaquinturina.madrid,-10.667451,6.44
20250530_28019312_IES EL LAGO_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.ellago.madrid/,-0.373098,9.88
20250530_28019312_IES EL LAGO_url_web_NTP.json,http://www.educa.madrid.org/ies.ellago.madrid,0.548291,9.82
20250530_28019351_IES SAN FERNANDO_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.sanfernando.madrid/,0.162475,9.95
20250530_28019351_IES SAN FERNANDO_url_web_NTP.json,https://www.iessanfernando.com,0.307539,9.9
20250530_28019464_IES TIRSO DE MOLINA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.tirsodemolina.madrid/,0.334848,9.89
20250530_28019464_IES TIRSO DE MOLINA_url_web_NTP.json,http://www.educa.madrid.org/ies.tirsodemolina.madrid,-0.433853,9.86
20250530_28019889_IES LOPE DE VEGA_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.lopedevega.madrid/,0.353511,9.88
20250530_28019889_IES LOPE DE VEGA_url_web_NTP.json,http://www.educa.madrid.org/ies.lopedevega.madrid,-1.239956,9.59
20250530_28019971_IES BARAJAS_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.barajas.madrid/,-0.160815,9.95
20250530_28019971_IES BARAJAS_url_web_NTP.json,http://www.educa.madrid.org/ies.barajas.madrid,-11.008519,6.33
20250530_28020119_IES GREGORIO MARAÑON_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.gregoriomaranon.madrid/,-0.100717,9.97
20250530_28020119_IES GREGORIO MARAÑON_url_web_NTP.json,http://www.educa.madrid.org/ies.gregoriomaranon.madrid,0.033552,9.99
20250530_28020201_IES BARRIO SIMANCAS_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.barriosimancas.madrid/,0.19225,9.94
20250530_28020201_IES BARRIO SIMANCAS_url_web_NTP.json,http://www.educa.madrid.org/ies.barriosimancas.madrid,-10.678555,6.44
20250530_28020341_IES VIRGEN DE LA PALOMA_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.lapaloma.madrid/,-0.503414,9.83
20250530_28020341_IES VIRGEN DE LA PALOMA_url_web_NTP.json,http://www.educa.madrid.org/ies.lapaloma.madrid,-0.226643,9.92
20250530_28020545_IES CONDE DE ORGAZ_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.condedeorgaz.madrid/,-0.15772,9.95
20250530_28020545_IES CONDE DE ORGAZ_url_web_NTP.json,http://www.educa.madrid.org/ies.condedeorgaz.madrid,-11.136667,6.29
20250530_28020557_IES CARLOS III_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.carlostercero.madrid/,-0.598832,9.8
20250530_28020557_IES CARLOS III_url_web_NTP.json,http://www.educa.madrid.org/ies.carlostercero.madrid,-11.584973,6.14
20250530_28020570_IES SAN BLAS_url_aula_NTP.json,https://aulavirtual36.educa.madrid.org/ies.sanblas.madrid/,-0.36839,9.88
20250530_28020570_IES SAN BLAS_url_web_NTP.json,http://www.educa.madrid.org/ies.sanblas.madrid,-0.513916,9.83
20250530_28020582_IES GÓMEZ MORENO_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.gomezmoreno.madrid/,-0.001287,10.0
20250530_28020582_IES GÓMEZ MORENO_url_web_NTP.json,http://www.educa.madrid.org/ies.gomezmoreno.madrid,-10.770549,6.41
20250530_28020624_IES REY PASTOR_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.reypastor.madrid/,0.117174,9.96
20250530_28020624_IES REY PASTOR_url_web_NTP.json,http://www.educa.madrid.org/ies.reypastor.madrid,0.170616,9.94
20250530_28020648_IES VALLECAS I_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.vallecasuno.madrid/,-0.193913,9.94
20250530_28020648_IES VALLECAS I_url_web_NTP.json,https://site.educa.madrid.org/ies.vallecasuno.madrid/,-11.645977,6.12
20250530_28020703_IES ENRIQUE TIERNO GALVAN_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.tiernogalvan.madrid/,0.240545,9.92
20250530_28020703_IES ENRIQUE TIERNO GALVAN_url_web_NTP.json,http://www.educa.madrid.org/ies.tiernogalvan.madrid,-11.578004,6.14
20250530_28020715_IES PIO BAROJA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.piobaroja.madrid/,-0.264477,9.91
20250530_28020715_IES PIO BAROJA_url_web_NTP.json,http://www.educa.madrid.org/ies.piobaroja.madrid,-0.458627,9.85
20250530_28020727_IES PARQUE ALUCHE_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.parquealuche.madrid/,-0.033394,9.99
20250530_28020727_IES PARQUE ALUCHE_url_web_NTP.json,http://www.educa.madrid.org/ies.parquealuche.madrid,-10.893342,6.37
20250530_28020739_IES EIJO Y GARAY_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.eijogaray.madrid/,-0.363508,9.88
20250530_28020739_IES EIJO Y GARAY_url_web_NTP.json,http://www.educa.madrid.org/ies.eijogaray.madrid,0.256086,9.91
20250530_28020806_IES NUESTRA SEÑORA DE LA ALMUDENA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.almudena.madrid/,0.2801,9.91
20250530_28020806_IES NUESTRA SEÑORA DE LA ALMUDENA_url_web_NTP.json,http://www.educa.madrid.org/ies.almudena.madrid,0.568443,9.81
20250530_28020831_IES TETUAN DE LAS VICTORIAS_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.tetuan.madrid/,-0.137999,9.95
20250530_28020831_IES TETUAN DE LAS VICTORIAS_url_web_NTP.json,http://www.educa.madrid.org/ies.tetuan.madrid,0.134644,9.96
20250530_28020855_IES CARDENAL HERRERA ORIA_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.cardenalherrera.madrid/,0.191115,9.94
20250530_28020855_IES CARDENAL HERRERA ORIA_url_web_NTP.json,http://www.educa.madrid.org/ies.cardenalherrera.madrid,-10.787469,6.4
20250530_28020892_IES BEATRIZ GALINDO_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.beatrizgalindo.madrid/,0.063664,9.98
20250530_28020892_IES BEATRIZ GALINDO_url_web_NTP.json,http://www.educa.madrid.org/ies.beatrizgalindo.madrid,0.2709,9.91
20250530_28020909_IES ISABEL LA CATOLICA_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.isabellacatolica.boadilla/,-0.467899,9.84
20250530_28020909_IES ISABEL LA CATOLICA_url_web_NTP.json,http://www.educa.madrid.org/ies.isabellacatolica.madrid,-0.574566,9.81
20250530_28020910_IES JUAN DE LA CIERVA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.juandelacierva.madrid/,0.171066,9.94
20250530_28020910_IES JUAN DE LA CIERVA_url_web_NTP.json,http://iesjuandelacierva.es,-11.949583,6.02
20250530_28020934_IES CARDENAL CISNEROS_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.cardenalcisnero.madrid/,-0.523941,9.83
20250530_28020934_IES CARDENAL CISNEROS_url_web_NTP.json,http://www.educa.madrid.org/ies.cardenalcisnero.madrid,-11.374483,6.21
20250530_28020946_IES SAN ISIDRO_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.sanisidro.madrid/,-0.317958,9.89
20250530_28020946_IES SAN ISIDRO_url_web_NTP.json,http://www.educa.madrid.org/ies.sanisidro.madrid,-11.064096,6.31
20250530_28020958_IES EMPERATRIZ MARIA DE AUSTRIA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.emperatrizmaria.madrid/,0.160622,9.95
20250530_28020958_IES EMPERATRIZ MARIA DE AUSTRIA_url_web_NTP.json,http://www.educa.madrid.org/ies.emperatrizmaria.madrid,-10.869186,6.38
20250530_28020961_IES CALDERON DE LA BARCA_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.calderondelabar.madrid/,-0.517535,9.83
20250530_28020961_IES CALDERON DE LA BARCA_url_web_NTP.json,http://www.educa.madrid.org/ies.calderondelabar.madrid,-11.330099,6.22
20250530_28021008_IES VISTA ALEGRE_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.vistaalegre.madrid/,0.091361,9.97
20250530_28021008_IES VISTA ALEGRE_url_web_NTP.json,http://www.educa.madrid.org/ies.vistaalegre.madrid,-0.026505,9.99
20250530_28021252_IES PACIFICO_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.pacifico.madrid/,0.332159,9.89
20250530_28021252_IES PACIFICO_url_web_NTP.json,http://www.educa.madrid.org/ies.pacifico.madrid,-0.669788,9.78
20250530_28021549_IES PALOMERAS VALLECAS_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.palomerasvallecas.madrid/,-0.250287,9.92
20250530_28021549_IES PALOMERAS VALLECAS_url_web_NTP.json,http://www.educa.madrid.org/ies.palomerasvallecas.madrid,-11.267413,6.24
20250530_28021550_IES GARCIA MORATO_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.garciamorato.madrid/,-0.459121,9.85
20250530_28021550_IES GARCIA MORATO_url_web_NTP.json,https://www.educa2.madrid.org/web/centro.ies.garciamorato.madrid,-1.006889,9.66
20250530_28021562_IES GRAN CAPITÁN_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.grancapitan.madrid/,-0.143145,9.95
20250530_28021562_IES GRAN CAPITÁN_url_web_NTP.json,http://www.educa.madrid.org/ies.grancapitan.madrid,-0.995429,9.67
20250530_28022207_IES CARMEN MARTIN GAITE_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.carmenmartingai.moralzarzal/,0.201134,9.93
20250530_28022207_IES CARMEN MARTIN GAITE_url_web_NTP.json,http://www.educa.madrid.org/ies.carmenmartingai.moralzarzal,-11.608754,6.13
20250530_28022724_IES CIUDAD ESCOLAR_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.ciudadescolar.madrid/,0.135932,9.95
20250530_28022724_IES CIUDAD ESCOLAR_url_web_NTP.json,http://www.educa.madrid.org/ies.ciudadescolar.madrid,-0.280948,9.91
20250530_28023194_IES FELIPE TRIGO_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.felipetrigo.mostoles/,-0.522533,9.83
20250530_28023194_IES FELIPE TRIGO_url_web_NTP.json,http://www.educa.madrid.org/ies.felipetrigo.mostoles,0.532708,9.82
20250530_28023212_IES JUAN GRIS_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.juangris.mostoles/,-0.430038,9.86
20250530_28023212_IES JUAN GRIS_url_web_NTP.json,https://www.iesjuangris.com/,0.669257,9.78
20250530_28023327_IES CARMEN MARTIN GAITE_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.carmenmartingai.navalcarnero/,0.057656,9.98
20250530_28023327_IES CARMEN MARTIN GAITE_url_web_NTP.json,http://www.educa.madrid.org/ies.carmenmartingai.navalcarnero,-10.900117,6.37
20250530_28023911_IES GERARDO DIEGO_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.gerardodiego.pozuelodealarcon/,0.286645,9.9
20250530_28023911_IES GERARDO DIEGO_url_web_NTP.json,http://www.educa.madrid.org/ies.gerardodiego.pozuelodealarcon,0.566295,9.81
20250530_28024290_IES VEGA DEL JARAMA_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.vegadeljarama.sanfernando/,0.155281,9.95
20250530_28024290_IES VEGA DEL JARAMA_url_web_NTP.json,http://www.educa.madrid.org/ies.vegadeljarama.sanfernando,0.42639,9.86
20250530_28024642_IES JOAN MIRO_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.joanmiro.sansebastian/,-0.121094,9.96
20250530_28024642_IES JOAN MIRO_url_web_NTP.json,http://www.educa.madrid.org/ies.joanmiro.sansebastian,-10.723666,6.43
20250530_28025014_IES ISAAC PERAL_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.isaacperal.torrejondeardoz/,-0.566333,9.81
20250530_28025014_IES ISAAC PERAL_url_web_NTP.json,http://www.educa.madrid.org/ies.isaacperal.torrejondeardoz,-0.665751,9.78
20250530_28025026_IES LAS VEREDILLAS_url_aula_NTP.json,https://aulavirtual34.educa.madrid.org/ies.lasveredillas.torrejondeardoz/,-0.305773,9.9
20250530_28025026_IES LAS VEREDILLAS_url_web_NTP.json,http://www.educa.madrid.org/ies.lasveredillas.torrejondeardoz,-0.032867,9.99
20250530_28025129_IES ALTO JARAMA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.altojarama.torrelaguna/,-0.534272,9.82
20250530_28025129_IES ALTO JARAMA_url_web_NTP.json,http://www.educa.madrid.org/ies.altojarama.torrelaguna,0.172048,9.94
20250530_28025658_IES NUESTRA SEÑORA DE LA VICTORIA DE LEPANTO_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.victoria.villarejo/,0.01615,9.99
20250530_28025658_IES NUESTRA SEÑORA DE LA VICTORIA DE LEPANTO_url_web_NTP.json,http://www.educa.madrid.org/ies.victoria.villarejo,-10.983488,6.34
20250530_28025828_IES FELIPE II_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.felipesegundo.madrid/,-0.537617,9.82
20250530_28025828_IES FELIPE II_url_web_NTP.json,http://www.educa.madrid.org/ies.felipesegundo.madrid,-11.491921,6.17
20250530_28026031_IES VICENTE ALEIXANDRE_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.vicentealeixand.pinto/,0.070917,9.98
20250530_28026031_IES VICENTE ALEIXANDRE_url_web_NTP.json,http://www.educa.madrid.org/ies.vicentealeixand.pinto,0.437149,9.85
20250530_28026092_IES LOS CASTILLOS_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.loscastillos.alcorcon/,0.266537,9.91
20250530_28026092_IES LOS CASTILLOS_url_web_NTP.json,http://www.educa.madrid.org/ies.loscastillos.alcorcon,-10.720924,6.43
20250530_28028301_IES ARQUITECTO PEDRO GUMIEL_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.arquitectopedro.alcala/,-0.003384,10.0
