fichero,url,delta_sg,calificacion
20250203_28030162_IES MIGUEL DELIBES_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.delibes.madrid/,-1.46591,9.51
20250203_28030162_IES MIGUEL DELIBES_url_web_NTP.json,http://www.educa.madrid.org/ies.delibes.madrid,-0.694379,9.77
20250203_28030174_IES CELESTINO MUTIS_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.celestinomutis.madrid/,-0.667458,9.78
20250203_28030174_IES CELESTINO MUTIS_url_web_NTP.json,http://www.educa.madrid.org/ies.celestinomutis.madrid,-1.062224,9.65
20250203_28030186_IES DAMASO ALONSO_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.damasoalonso.madrid/,-1.143497,9.62
20250203_28030186_IES DAMASO ALONSO_url_web_NTP.json,http://www.educa.madrid.org/ies.damasoalonso.madrid,-0.983202,9.67
20250204_28000364_IES COMPLUTENSE_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.complutense.alcala/,-0.594733,9.8
20250204_28000364_IES COMPLUTENSE_url_web_NTP.json,http://www.educa.madrid.org/ies.complutense.alcala,94.826465,0
20250204_28000467_IES ALONSO DE AVELLANEDA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.alonsodeavellan.alcala/,-1.217239,9.59
20250204_28000467_IES ALONSO DE AVELLANEDA_url_web_NTP.json,http://www.educa.madrid.org/ies.alonsodeavellan.alcala,-0.483414,9.84
20250204_28000522_IES ANTONIO MACHADO_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.machado.alcala/,-1.262971,9.58
20250204_28000522_IES ANTONIO MACHADO_url_web_NTP.json,http://www.educa.madrid.org/ies.machado.alcala,-0.644098,9.79
20250204_28000753_IES FRANCISCO GINER DE LOS RIOS_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.ginerdelosrios.alcobendas/,-0.523041,9.83
20250204_28000753_IES FRANCISCO GINER DE LOS RIOS_url_web_NTP.json,http://www.educa.madrid.org/ies.ginerdelosrios.alcobendas,-0.808461,9.73
20250204_28001629_IES DOMENICO SCARLATTI_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.domenicoscarlat.aranjuez/,-1.384827,9.54
20250204_28001629_IES DOMENICO SCARLATTI_url_web_NTP.json,http://www.educa.madrid.org/ies.domenicoscarlat.aranjuez,-1.027377,9.66
20250204_28001678_IES JORGE MANRIQUE_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.jorgemanrique.trescantos/,-0.535196,9.82
20250204_28001678_IES JORGE MANRIQUE_url_web_NTP.json,http://www.educa.madrid.org/ies.jorgemanrique.trescantos,-0.726762,9.76
20250204_28001769_IES EL CARRASCAL_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.elcarrascal.arganda/,-1.032117,9.66
20250204_28001769_IES EL CARRASCAL_url_web_NTP.json,http://www.educa.madrid.org/ies.elcarrascal.arganda,93.783363,0
20250204_28002181_IES JUAN CARLOS I_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.juancarlosprimero.ciempozuelos/,-0.978981,9.67
20250204_28002181_IES JUAN CARLOS I_url_web_NTP.json,http://www.educa.madrid.org/ies.juancarlosprimero.ciempozuelos,-0.415344,9.86
20250204_28002312_IES MARQUES DE SANTILLANA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.marquesdesantil.colmenarviejo/,-0.892022,9.7
20250204_28002312_IES MARQUES DE SANTILLANA_url_web_NTP.json,http://www.educa.madrid.org/ies.marquesdesantil.colmenarviejo,-0.296919,9.9
20250204_28002415_IES JAIME FERRAN_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.jaimeferran.colladovillalba/,-1.380928,9.54
20250204_28002415_IES JAIME FERRAN_url_web_NTP.json,http://www.educa.madrid.org/ies.jaimeferran.colladovillalba,-0.327613,9.89
20250204_28002580_IES MIGUEL CATALÁN_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.miguelcatalan.coslada/,-1.309924,9.56
20250204_28002580_IES MIGUEL CATALÁN_url_web_NTP.json,http://www.educa.madrid.org/ies.miguelcatalan.coslada,-0.880433,9.71
20250204_28003201_IES MATEMATICO PUIG ADAM_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.puigadam.getafe/,-1.11236,9.63
20250204_28003201_IES MATEMATICO PUIG ADAM_url_web_NTP.json,http://www.educa.madrid.org/ies.puigadam.getafe,-0.551804,9.82
20250204_28003304_IES ALARNES_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.alarnes.getafe/,-0.959458,9.68
20250204_28003304_IES ALARNES_url_web_NTP.json,http://www.educa.madrid.org/ies.alarnes.getafe,-1.529372,9.49
20250204_28003882_IES JOSE DE CHURRIGUERA_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.churriguera.leganes/,-1.176026,9.61
20250204_28003882_IES JOSE DE CHURRIGUERA_url_web_NTP.json,http://www.educa.madrid.org/ies.churriguera.leganes,-0.514964,9.83
20250204_28003894_IES LUIS VIVES_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.luisvives.leganes/,-1.508291,9.5
20250204_28003894_IES LUIS VIVES_url_web_NTP.json,http://www.educa.madrid.org/ies.luisvives.leganes,-0.43241,9.86
20250204_28003900_IES MARIA ZAMBRANO_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.mariazambrano.leganes/,-1.599046,9.47
20250204_28003900_IES MARIA ZAMBRANO_url_web_NTP.json,http://www.educa.madrid.org/ies.mariazambrano.leganes,-0.831716,9.72
20250204_28004059_IES CERVANTES_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.cervantes.madrid/,-0.816224,9.73
20250204_28004059_IES CERVANTES_url_web_NTP.json,http://www.educa.madrid.org/ies.cervantes.madrid,93.991328,0
20250204_28013899_IES EL ESPINILLO _url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.elespinillo.madrid/,-0.79694,9.73
20250204_28013899_IES EL ESPINILLO _url_web_NTP.json,http://www.educa.madrid.org/ies.elespinillo.madrid,-0.271608,9.91
20250204_28015756_IES VALDEBERNARDO_url_aula_NTP.json,http://aulavirtual3.educa.madrid.org/ies.valdebernardo.madrid,-0.893083,9.7
20250204_28015756_IES VALDEBERNARDO_url_web_NTP.json,http://www.educa.madrid.org/ies.valdebernardo.madrid,93.88304,0
20250204_28018344_IES SANTA TERESA DE JESUS_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.santateresa.madrid/,-0.68624,9.77
20250204_28018344_IES SANTA TERESA DE JESUS_url_web_NTP.json,http://www.educa.madrid.org/ies.santateresa.madrid,-2.049572,9.32
20250204_28018356_IES SANTAMARCA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.santamarca.madrid/,-1.266376,9.58
20250204_28018356_IES SANTAMARCA_url_web_NTP.json,http://www.educa.madrid.org/ies.santamarca.madrid,-1.213745,9.6
20250204_28018368_IES SANTA ENGRACIA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.santaengracia.madrid/,-0.712972,9.76
20250204_28018368_IES SANTA ENGRACIA_url_web_NTP.json,http://www.educa.madrid.org/ies.santaengracia.madrid,-0.660921,9.78
20250204_28018381_IES ORTEGA Y GASSET_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.ortegaygasset.madrid/,-1.242081,9.59
20250204_28018381_IES ORTEGA Y GASSET_url_web_NTP.json,http://www.educa.madrid.org/ies.ortegaygasset.madrid,0.959806,9.68
20250204_28018423_IES INSTITUTO POLITECNICO N.1 DEL EJERCITO_url_web_NTP.json,http://www.educa.madrid.org/ies.numerounoejercito.madrid,-0.532705,9.82
20250204_28018435_IES EMILIO CASTELAR_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.emiliocastelar.madrid/,-0.889744,9.7
20250204_28018435_IES EMILIO CASTELAR_url_web_NTP.json,http://www.educa.madrid.org/ies.emiliocastelar.madrid,-1.585009,9.47
20250204_28018460_IES ARCIPRESTE DE HITA_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.arciprestedehita.madrid/,-0.930765,9.69
20250204_28018460_IES ARCIPRESTE DE HITA_url_web_NTP.json,http://www.educa.madrid.org/ies.arciprestedehita.madrid,-1.222394,9.59
20250204_28018472_IES SAN CRISTOBAL DE LOS ANGELES_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.sancristobal.madrid/,-0.920284,9.69
20250204_28018472_IES SAN CRISTOBAL DE LOS ANGELES_url_web_NTP.json,http://www.educa.madrid.org/ies.sancristobal.madrid,-0.281556,9.91
20250204_28018484_IES CARLOS MARIA RODRIGUEZ DE VALCARCEL_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.rodriguezdevalcarcel.madrid/,-1.485807,9.5
20250204_28018484_IES CARLOS MARIA RODRIGUEZ DE VALCARCEL_url_web_NTP.json,http://www.educa.madrid.org/ies.rodriguezdevalcarcel.madrid,-2.231129,9.26
20250204_28018903_IES JOAQUÍN TURINA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.joaquinturina.madrid/,-0.83001,9.72
20250204_28018903_IES JOAQUÍN TURINA_url_web_NTP.json,http://www.educa.madrid.org/ies.joaquinturina.madrid,-0.29624,9.9
20250204_28019312_IES EL LAGO_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.ellago.madrid/,-0.9815,9.67
20250204_28019312_IES EL LAGO_url_web_NTP.json,http://www.educa.madrid.org/ies.ellago.madrid,-0.160883,9.95
20250204_28019351_IES SAN FERNANDO_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.sanfernando.madrid/,-1.51318,9.5
20250204_28019351_IES SAN FERNANDO_url_web_NTP.json,https://www.iessanfernando.com,-0.277917,9.91
20250204_28019464_IES TIRSO DE MOLINA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.tirsodemolina.madrid/,-1.464302,9.51
20250204_28019464_IES TIRSO DE MOLINA_url_web_NTP.json,http://www.educa.madrid.org/ies.tirsodemolina.madrid,-1.838314,9.39
20250204_28019889_IES LOPE DE VEGA_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.lopedevega.madrid/,-0.705822,9.76
20250204_28019889_IES LOPE DE VEGA_url_web_NTP.json,http://www.educa.madrid.org/ies.lopedevega.madrid,-1.781142,9.41
20250204_28019971_IES BARAJAS_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.barajas.madrid/,-1.431934,9.52
20250204_28019971_IES BARAJAS_url_web_NTP.json,http://www.educa.madrid.org/ies.barajas.madrid,-0.953834,9.68
20250204_28020119_IES GREGORIO MARAÑON_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.gregoriomaranon.madrid/,-1.334651,9.56
20250204_28020119_IES GREGORIO MARAÑON_url_web_NTP.json,http://www.educa.madrid.org/ies.gregoriomaranon.madrid,0.014283,10.0
20250204_28020201_IES BARRIO SIMANCAS_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.barriosimancas.madrid/,-1.021412,9.66
20250204_28020201_IES BARRIO SIMANCAS_url_web_NTP.json,http://www.educa.madrid.org/ies.barriosimancas.madrid,0.210006,9.93
20250204_28020341_IES VIRGEN DE LA PALOMA_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.lapaloma.madrid/,-0.617112,9.79
20250204_28020341_IES VIRGEN DE LA PALOMA_url_web_NTP.json,http://www.educa.madrid.org/ies.lapaloma.madrid,-0.55958,9.81
20250204_28020545_IES CONDE DE ORGAZ_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.condedeorgaz.madrid/,-1.169068,9.61
20250204_28020545_IES CONDE DE ORGAZ_url_web_NTP.json,http://www.educa.madrid.org/ies.condedeorgaz.madrid,-0.371998,9.88
20250204_28020557_IES CARLOS III_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.carlostercero.madrid/,-1.358143,9.55
20250204_28020557_IES CARLOS III_url_web_NTP.json,http://www.educa.madrid.org/ies.carlostercero.madrid,-0.59195,9.8
20250204_28020570_IES SAN BLAS_url_aula_NTP.json,https://aulavirtual36.educa.madrid.org/ies.sanblas.madrid/,-0.585346,9.8
20250204_28020570_IES SAN BLAS_url_web_NTP.json,http://www.educa.madrid.org/ies.sanblas.madrid,-1.870262,9.38
20250204_28020582_IES GÓMEZ MORENO_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.gomezmoreno.madrid/,-1.16619,9.61
20250204_28020582_IES GÓMEZ MORENO_url_web_NTP.json,http://www.educa.madrid.org/ies.gomezmoreno.madrid,-0.158472,9.95
20250204_28020624_IES REY PASTOR_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.reypastor.madrid/,-1.068375,9.64
20250204_28020624_IES REY PASTOR_url_web_NTP.json,http://www.educa.madrid.org/ies.reypastor.madrid,0.273897,9.91
20250204_28020648_IES VALLECAS I_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.vallecasuno.madrid/,-1.376613,9.54
20250204_28020648_IES VALLECAS I_url_web_NTP.json,https://site.educa.madrid.org/ies.vallecasuno.madrid/,-0.501739,9.83
20250204_28020703_IES ENRIQUE TIERNO GALVAN_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.tiernogalvan.madrid/,-1.531045,9.49
20250204_28020703_IES ENRIQUE TIERNO GALVAN_url_web_NTP.json,http://www.educa.madrid.org/ies.tiernogalvan.madrid,-0.781595,9.74
20250204_28020715_IES PIO BAROJA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.piobaroja.madrid/,-1.518587,9.49
20250204_28020715_IES PIO BAROJA_url_web_NTP.json,http://www.educa.madrid.org/ies.piobaroja.madrid,-1.056804,9.65
20250204_28020727_IES PARQUE ALUCHE_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.parquealuche.madrid/,-1.570356,9.48
20250204_28020727_IES PARQUE ALUCHE_url_web_NTP.json,http://www.educa.madrid.org/ies.parquealuche.madrid,-0.935477,9.69
20250204_28020739_IES EIJO Y GARAY_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.eijogaray.madrid/,-1.010749,9.66
20250204_28020739_IES EIJO Y GARAY_url_web_NTP.json,http://www.educa.madrid.org/ies.eijogaray.madrid,-0.118332,9.96
20250204_28020806_IES NUESTRA SEÑORA DE LA ALMUDENA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.almudena.madrid/,-0.726027,9.76
20250204_28020806_IES NUESTRA SEÑORA DE LA ALMUDENA_url_web_NTP.json,http://www.educa.madrid.org/ies.almudena.madrid,-0.545125,9.82
20250204_28020831_IES TETUAN DE LAS VICTORIAS_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.tetuan.madrid/,-0.994468,9.67
20250204_28020831_IES TETUAN DE LAS VICTORIAS_url_web_NTP.json,http://www.educa.madrid.org/ies.tetuan.madrid,-0.918771,9.69
20250204_28020855_IES CARDENAL HERRERA ORIA_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.cardenalherrera.madrid/,-1.117641,9.63
20250204_28020855_IES CARDENAL HERRERA ORIA_url_web_NTP.json,http://www.educa.madrid.org/ies.cardenalherrera.madrid,-0.452692,9.85
20250204_28020892_IES BEATRIZ GALINDO_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.beatrizgalindo.madrid/,-1.325684,9.56
20250204_28020892_IES BEATRIZ GALINDO_url_web_NTP.json,http://www.educa.madrid.org/ies.beatrizgalindo.madrid,0.357443,9.88
20250204_28020909_IES ISABEL LA CATOLICA_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.isabellacatolica.boadilla/,-1.303352,9.57
20250204_28020909_IES ISABEL LA CATOLICA_url_web_NTP.json,http://www.educa.madrid.org/ies.isabellacatolica.madrid,93.224214,0
20250204_28020910_IES JUAN DE LA CIERVA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.juandelacierva.madrid/,-1.572439,9.48
20250204_28020910_IES JUAN DE LA CIERVA_url_web_NTP.json,http://iesjuandelacierva.es,-0.750162,9.75
20250204_28020934_IES CARDENAL CISNEROS_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.cardenalcisnero.madrid/,-0.980313,9.67
20250204_28020934_IES CARDENAL CISNEROS_url_web_NTP.json,http://www.educa.madrid.org/ies.cardenalcisnero.madrid,-0.048612,9.98
20250204_28020946_IES SAN ISIDRO_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.sanisidro.madrid/,-1.424386,9.53
20250204_28020946_IES SAN ISIDRO_url_web_NTP.json,http://www.educa.madrid.org/ies.sanisidro.madrid,-0.626554,9.79
20250204_28020958_IES EMPERATRIZ MARIA DE AUSTRIA_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.emperatrizmaria.madrid/,-1.432184,9.52
20250204_28020958_IES EMPERATRIZ MARIA DE AUSTRIA_url_web_NTP.json,http://www.educa.madrid.org/ies.emperatrizmaria.madrid,-0.787832,9.74
20250204_28020961_IES CALDERON DE LA BARCA_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.calderondelabar.madrid/,-1.320933,9.56
20250204_28020961_IES CALDERON DE LA BARCA_url_web_NTP.json,http://www.educa.madrid.org/ies.calderondelabar.madrid,-0.763875,9.75
20250204_28021008_IES VISTA ALEGRE_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.vistaalegre.madrid/,-1.606282,9.46
20250204_28021008_IES VISTA ALEGRE_url_web_NTP.json,http://www.educa.madrid.org/ies.vistaalegre.madrid,-0.860818,9.71
20250204_28021252_IES PACIFICO_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.pacifico.madrid/,-1.564058,9.48
20250204_28021252_IES PACIFICO_url_web_NTP.json,http://www.educa.madrid.org/ies.pacifico.madrid,-1.101926,9.63
20250204_28021549_IES PALOMERAS VALLECAS_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.palomerasvallecas.madrid/,-1.456323,9.51
20250204_28021549_IES PALOMERAS VALLECAS_url_web_NTP.json,http://www.educa.madrid.org/ies.palomerasvallecas.madrid,-0.885703,9.7
20250204_28021550_IES GARCIA MORATO_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.garciamorato.madrid/,-1.123694,9.63
20250204_28021562_IES GRAN CAPITÁN_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.grancapitan.madrid/,-0.940366,9.69
20250204_28021562_IES GRAN CAPITÁN_url_web_NTP.json,http://www.educa.madrid.org/ies.grancapitan.madrid,-2.480957,9.17
20250204_28022207_IES CARMEN MARTIN GAITE_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.carmenmartingai.moralzarzal/,-1.087011,9.64
20250204_28022207_IES CARMEN MARTIN GAITE_url_web_NTP.json,http://www.educa.madrid.org/ies.carmenmartingai.moralzarzal,-0.284161,9.91
20250204_28022712_IES ESCUELA TECNICO PROFESIONAL DE LA SALUD DE LA COMUNIDAD DE MADRID_url_web_NTP.json,http://www.educa.madrid.org/ies.salud.madrid,-0.438384,9.85
20250204_28022724_IES CIUDAD ESCOLAR_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.ciudadescolar.madrid/,-1.720954,9.43
20250204_28022724_IES CIUDAD ESCOLAR_url_web_NTP.json,http://www.educa.madrid.org/ies.ciudadescolar.madrid,-1.494476,9.5
20250204_28023194_IES FELIPE TRIGO_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.felipetrigo.mostoles/,-1.125517,9.62
20250204_28023194_IES FELIPE TRIGO_url_web_NTP.json,http://www.educa.madrid.org/ies.felipetrigo.mostoles,-1.175998,9.61
20250204_28023212_IES JUAN GRIS_url_web_NTP.json,http://www.educa.madrid.org/ies.juangris.mostoles,-1.021056,9.66
20250204_28023327_IES CARMEN MARTIN GAITE_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.carmenmartingai.navalcarnero/,-0.859465,9.71
20250204_28023327_IES CARMEN MARTIN GAITE_url_web_NTP.json,http://www.educa.madrid.org/ies.carmenmartingai.navalcarnero,-1.095728,9.63
20250204_28023911_IES GERARDO DIEGO_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.gerardodiego.pozuelodealarcon/,-1.315175,9.56
20250204_28023911_IES GERARDO DIEGO_url_web_NTP.json,http://www.educa.madrid.org/ies.gerardodiego.pozuelodealarcon,-1.244486,9.59
20250204_28024290_IES VEGA DEL JARAMA_url_aula_NTP.json,https://aulavirtual35.educa.madrid.org/ies.vegadeljarama.sanfernando/,-1.042998,9.65
20250204_28024290_IES VEGA DEL JARAMA_url_web_NTP.json,http://www.educa.madrid.org/ies.vegadeljarama.sanfernando,-0.984965,9.67
20250204_28024642_IES JOAN MIRO_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.joanmiro.sansebastian/,-1.148724,9.62
20250204_28024642_IES JOAN MIRO_url_web_NTP.json,http://www.educa.madrid.org/ies.joanmiro.sansebastian,-0.561829,9.81
20250204_28025014_IES ISAAC PERAL_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.isaacperal.torrejondeardoz/,-1.690596,9.44
20250204_28025014_IES ISAAC PERAL_url_web_NTP.json,http://www.educa.madrid.org/ies.isaacperal.torrejondeardoz,-1.360017,9.55
20250204_28025026_IES LAS VEREDILLAS_url_aula_NTP.json,https://aulavirtual34.educa.madrid.org/ies.lasveredillas.torrejondeardoz/,-1.126515,9.62
20250204_28025026_IES LAS VEREDILLAS_url_web_NTP.json,http://www.educa.madrid.org/ies.lasveredillas.torrejondeardoz,-1.059688,9.65
20250204_28025129_IES ALTO JARAMA_url_aula_NTP.json,https://aulavirtual3.educa.madrid.org/ies.altojarama.torrelaguna/,-1.00109,9.67
20250204_28025129_IES ALTO JARAMA_url_web_NTP.json,http://www.educa.madrid.org/ies.altojarama.torrelaguna,93.388345,0
20250204_28025658_IES NUESTRA SEÑORA DE LA VICTORIA DE LEPANTO_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.victoria.villarejo/,-1.311337,9.56
20250204_28025658_IES NUESTRA SEÑORA DE LA VICTORIA DE LEPANTO_url_web_NTP.json,http://www.educa.madrid.org/ies.victoria.villarejo,-0.762508,9.75
20250204_28025828_IES FELIPE II_url_aula_NTP.json,https://aulavirtual32.educa.madrid.org/ies.felipesegundo.madrid/,-1.389639,9.54
20250204_28025828_IES FELIPE II_url_web_NTP.json,http://www.educa.madrid.org/ies.felipesegundo.madrid,-0.644763,9.79
20250204_28026031_IES VICENTE ALEIXANDRE_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.vicentealeixand.pinto/,-1.189765,9.6
20250204_28026031_IES VICENTE ALEIXANDRE_url_web_NTP.json,http://www.educa.madrid.org/ies.vicentealeixand.pinto,-1.09028,9.64
20250204_28026092_IES LOS CASTILLOS_url_aula_NTP.json,https://aulavirtual33.educa.madrid.org/ies.loscastillos.alcorcon/,-1.231318,9.59
20250204_28026092_IES LOS CASTILLOS_url_web_NTP.json,http://www.educa.madrid.org/ies.loscastillos.alcorcon,-0.692965,9.77
