fichero,url,dias_restantes,emisor,algoritmo_firma,algoritmo_clave,longitud_clave,calidad,calificacion
20251005_28039694_IES IGNACIO ELLACURIA_url_aula_Certificado.json,aulavirtual37.educa.madrid.org/ies.ignacioellacuria.alcorcon/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039694_IES IGNACIO ELLACURIA_url_web_Certificado.json,www.educa.madrid.org/ies.ignacioellacuria.alcorcon,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039700_IES JOSEFINA ALDECOA_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.josefinaaldecoa.alcorcon/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039700_IES JOSEFINA ALDECOA_url_web_Certificado.json,www.educa.madrid.org/ies.josefinaaldecoa.alcorcon,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039724_IES GRANDE COVIAN_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.grandecovian.arganda/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039724_IES GRANDE COVIAN_url_web_Certificado.json,www.educa.madrid.org/ies.grandecovian.arganda,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039751_IES LA CAÑADA (CEPA COSLADA)_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/cepa.coslada/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039751_IES LA CAÑADA (CEPA COSLADA)_url_web_Certificado.json,www.educa2.madrid.org/web/centro.cepa.coslada/inicio,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039797_IES JULIO CARO BAROJA_url_aula_Certificado.json,aulavirtual34.educa.madrid.org/ies.carobaroja.fuenlabrada/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039797_IES JULIO CARO BAROJA_url_web_Certificado.json,www.educa.madrid.org/ies.carobaroja.fuenlabrada,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039803_IES SALVADOR ALLENDE_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.salvadorallende.fuenlabrada/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039803_IES SALVADOR ALLENDE_url_web_Certificado.json,www.educa.madrid.org/ies.salvadorallende.fuenlabrada,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039827_IES LAGUNA DE JOATZEL_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.lagunadejoatzel.getafe/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039827_IES LAGUNA DE JOATZEL_url_web_Certificado.json,www.educa.madrid.org/ies.lagunadejoatzel.getafe,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039839_IES ISAAC ALBENIZ_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.albeniz.leganes,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039839_IES ISAAC ALBENIZ_url_web_Certificado.json,www.educa.madrid.org/ies.albeniz.leganes,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039840_IES MARQUES DE SUANZES_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.marquesdesuanzes.madrid,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039840_IES MARQUES DE SUANZES_url_web_Certificado.json,www.educa.madrid.org/ies.marquesdesuanzes.madrid,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039852_IES PEREZ GALDOS_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.perezgaldos.madrid/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039852_IES PEREZ GALDOS_url_web_Certificado.json,www.educa.madrid.org/ies.perezgaldos.madrid,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039864_IES JULIO VERNE_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.julioverne.leganes/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039864_IES JULIO VERNE_url_web_Certificado.json,www.educa.madrid.org/ies.julioverne.leganes,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039876_IES SALVADOR DALÍ_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.salvadordali.madrid/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039876_IES SALVADOR DALÍ_url_web_Certificado.json,www.educa.madrid.org/ies.salvadordali.madrid,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039888_IES GABRIEL GARCIA MARQUEZ_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.garciamarquez.madrid/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039888_IES GABRIEL GARCIA MARQUEZ_url_web_Certificado.json,www.educa.madrid.org/ies.garciamarquez.madrid,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039891_IES VILLABLANCA_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.villablanca.madrid/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039891_IES VILLABLANCA_url_web_Certificado.json,www.educa.madrid.org/ies.villablanca.madrid,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039943_IES CARLOS BOUSOÑO_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.carlosbousono.majadahonda/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039943_IES CARLOS BOUSOÑO_url_web_Certificado.json,www.educa.madrid.org/ies.carlosbousono.majadahonda,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039992_IES LOS ROSALES_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.losrosales.mostoles/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28039992_IES LOS ROSALES_url_web_Certificado.json,www.educa2.madrid.org/web/centro.ies.losrosales.mostoles,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040003_IES BENJAMIN RUA_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.benjaminrua.mostoles/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040003_IES BENJAMIN RUA_url_web_Certificado.json,www.educa.madrid.org/ies.benjaminrua.mostoles,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040027_IES LUIS DE GONGORA_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.gongora.torrejondeardoz/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040027_IES LUIS DE GONGORA_url_web_Certificado.json,www.educa.madrid.org/ies.gongora.torrejondeardoz,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040611_IES AL-SATT_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.alsatt.algete/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040611_IES AL-SATT_url_web_Certificado.json,www.educa.madrid.org/ies.alsatt.algete,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040660_IES ALDEBARAN_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.aldebaran.alcobendas/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040660_IES ALDEBARAN_url_web_Certificado.json,www.educa.madrid.org/ies.aldebaran.alcobendas,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040672_IES GUSTAVO ADOLFO BECQUER_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.becquer.algete/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040672_IES GUSTAVO ADOLFO BECQUER_url_web_Certificado.json,www.educa.madrid.org/ies.becquer.algete,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040684_IES CARPE DIEM_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.carpediem.chinchon/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040684_IES CARPE DIEM_url_web_Certificado.json,www.educa.madrid.org/ies.carpediem.chinchon,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040696_IES JOSÉ HIERRO_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.josehierro.getafe/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040696_IES JOSÉ HIERRO_url_web_Certificado.json,www.educa.madrid.org/ies.josehierro.getafe,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040702_IES LEON FELIPE_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.leonfelipe.getafe/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040702_IES LEON FELIPE_url_web_Certificado.json,www.educa.madrid.org/ies.leonfelipe.getafe,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040714_IES DE GUADARRAMA_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.guadarrama/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040714_IES DE GUADARRAMA_url_web_Certificado.json,www.educa.madrid.org/ies.guadarrama,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040726_IES JUAN DE MAIRENA_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.juandemairena.sansebastian/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040726_IES JUAN DE MAIRENA_url_web_Certificado.json,www.educa2.madrid.org/web/centro.ies.juandemairena.sansebastian,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040738_IES SAN NICASIO_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.sannicasio.leganes,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040738_IES SAN NICASIO_url_web_Certificado.json,www.educa.madrid.org/ies.sannicasio.leganes,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040741_IES ITURRALDE_url_aula_Certificado.json,aulavirtual34.educa.madrid.org/ies.iturralde.madrid/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040741_IES ITURRALDE_url_web_Certificado.json,www.educa.madrid.org/ies.iturralde.madrid,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040751_IES VILLA DE VALLECAS_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.villadevallecas.madrid/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040751_IES VILLA DE VALLECAS_url_web_Certificado.json,www.educa.madrid.org/ies.villadevallecas.madrid,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040775_IES SAN JUAN DE LA CRUZ_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.sanjuandelacruz.pozuelodealarcon/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040775_IES SAN JUAN DE LA CRUZ_url_web_Certificado.json,www.educa.madrid.org/ies.sanjuandelacruz.pozuelodealarcon,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040787_IES EL BURGO-IGNACIO ECHEVERRÍA_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.burgoiecheverria.lasrozas/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040787_IES EL BURGO-IGNACIO ECHEVERRÍA_url_web_Certificado.json,www.educa.madrid.org/ies.burgoiecheverria.lasrozas,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040799_IES JULIO PALACIOS_url_aula_Certificado.json,aulavirtual34.educa.madrid.org/ies.juliopalacios.sansebastian/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28040799_IES JULIO PALACIOS_url_web_Certificado.json,www.educa.madrid.org/ies.juliopalacios.sansebastian,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041354_IES AGORA_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.agora.alcobendas/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041354_IES AGORA_url_web_Certificado.json,www.educa.madrid.org/ies.agora.alcobendas,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041366_IES EL PINAR_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.elpinar.alcorcon/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041366_IES EL PINAR_url_web_Certificado.json,www.educa.madrid.org/ies.elpinar.alcorcon,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041378_IES PROFESOR MAXIMO TRUEBA_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.maximotrueba.boadilla/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041378_IES PROFESOR MAXIMO TRUEBA_url_web_Certificado.json,www.educa.madrid.org/ies.maximotrueba.boadilla,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041381_IES DE LA CABRERA_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.lacabrera/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041381_IES DE LA CABRERA_url_web_Certificado.json,www.educa.madrid.org/ies.lacabrera,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041391_IES ANTONIO GAUDI_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.antoniogaudi.coslada/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041391_IES ANTONIO GAUDI_url_web_Certificado.json,www.educa.madrid.org/ies.antoniogaudi.coslada,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041408_IES JOSÉ LUIS LÓPEZ ARANGUREN_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.lopezaranguren.fuenlabrada/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041408_IES JOSÉ LUIS LÓPEZ ARANGUREN_url_web_Certificado.json,www.educa.madrid.org/ies.lopezaranguren.fuenlabrada,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041411_IES ALTAIR_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.altair.getafe/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041411_IES ALTAIR_url_web_Certificado.json,www.educa.madrid.org/ies.altair.getafe,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041433_IES JUANA DE CASTILLA_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.juanadecastilla.madrid/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041433_IES JUANA DE CASTILLA_url_web_Certificado.json,www.educa2.madrid.org/web/centro.ies.juanadecastilla.madrid,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041445_IES MIGUEL DELIBES_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.delibes.mejorada/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041445_IES MIGUEL DELIBES_url_web_Certificado.json,www.educa.madrid.org/ies.delibes.mejorada,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041457_IES EL CAÑAVERAL_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.elcanaveral.mostoles/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041457_IES EL CAÑAVERAL_url_web_Certificado.json,www.educa.madrid.org/ies.elcanaveral.mostoles,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041470_IES PROFESOR ANGEL YSERN_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.angelysern.navalcarnero/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041470_IES PROFESOR ANGEL YSERN_url_web_Certificado.json,www.educa.madrid.org/ies.angelysern.navalcarnero,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041482_IES LA LAGUNA_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.lalaguna.parla/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041482_IES LA LAGUNA_url_web_Certificado.json,www.educa.madrid.org/ies.lalaguna.parla,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041494_IES LAS LAGUNAS_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.laslagunas.rivas/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041494_IES LAS LAGUNAS_url_web_Certificado.json,www.educa.madrid.org/ies.laslagunas.rivas,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041500_IES PALAS ATENEA_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.palasatenea.torrejondeardoz/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041500_IES PALAS ATENEA_url_web_Certificado.json,www.educa.madrid.org/ies.palasatenea.torrejondeardoz,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041512_IES CALATALIFA_url_aula_Certificado.json,aulavirtual3.educa.madrid.org/ies.calatalifa.villaviciosa/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041512_IES CALATALIFA_url_web_Certificado.json,www.educa.madrid.org/ies.calatalifa.villaviciosa,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041597_IES LAS CANTERAS_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.lascanteras.colladovillalba/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041597_IES LAS CANTERAS_url_web_Certificado.json,www.educa.madrid.org/ies.lascanteras.colladovillalba,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041615_IES SATAFI_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.satafi.getafe/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28041615_IES SATAFI_url_web_Certificado.json,www.educa.madrid.org/ies.satafi.getafe,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28042000_IES IGNACIO ELLACURIA_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.ignacioellacuria.alcala/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28042000_IES IGNACIO ELLACURIA_url_web_Certificado.json,www.educa.madrid.org/ies.ignacioellacuria.alcala,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28042012_IES MARIA GUERRERO_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.mariaguerrero.colladovillalba/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28042012_IES MARIA GUERRERO_url_web_Certificado.json,www.educa.madrid.org/ies.mariaguerrero.colladovillalba,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28042024_IES PABLO NERUDA_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.neruda.leganes/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28042024_IES PABLO NERUDA_url_web_Certificado.json,www.educa.madrid.org/ies.neruda.leganes,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28042036_IES GABRIEL GARCIA MARQUEZ_url_aula_Certificado.json,aulavirtual33.educa.madrid.org/ies.garciamarquez.leganes/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28042036_IES GABRIEL GARCIA MARQUEZ_url_web_Certificado.json,www.educa.madrid.org/ies.garciamarquez.leganes,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28042048_IES JOAQUIN ARAUJO_url_aula_Certificado.json,aulavirtual35.educa.madrid.org/ies.joaquinaraujo.fuenlabrada/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28042048_IES JOAQUIN ARAUJO_url_web_Certificado.json,www.educa.madrid.org/ies.joaquinaraujo.fuenlabrada,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
20251005_28042051_IES DOLORES IBARRURI_url_aula_Certificado.json,aulavirtual32.educa.madrid.org/ies.doloresibarruri.fuenlabrada/,61,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",sha256,RSA,2048,Aceptable,5
