fichero,url,performance,best-practices,seo,calificacion
20250517_28042012_IES MARIA GUERRERO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.mariaguerrero.colladovillalba,0.55,0.59,1,6.83
20250517_28042024_IES PABLO NERUDA_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.neruda.leganes/,0.65,0.96,0.66,8.07
20250517_28042024_IES PABLO NERUDA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.neruda.leganes,0.58,0.79,0.92,7.7
20250517_28042036_IES GABRIEL GARCIA MARQUEZ_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.garciamarquez.leganes/,0.64,0.93,0.66,7.9
20250517_28042036_IES GABRIEL GARCIA MARQUEZ_url_web_LightHouse.json,http://www.educa.madrid.org/ies.garciamarquez.leganes,0.55,0.55,0.92,6.43
20250517_28042048_IES JOAQUIN ARAUJO_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.joaquinaraujo.fuenlabrada/,0.64,0.96,0.66,8.05
20250517_28042048_IES JOAQUIN ARAUJO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.joaquinaraujo.fuenlabrada,0.57,0.79,0.82,7.42
20250517_28042051_IES DOLORES IBARRURI_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.doloresibarruri.fuenlabrada/,0.57,0.96,0.58,7.67
20250517_28042051_IES DOLORES IBARRURI_url_web_LightHouse.json,http://www.educa.madrid.org/ies.doloresibarruri.fuenlabrada,0.86,0.76,0.66,7.6
20250517_28042061_IES ANTONIO LOPEZ GARCÍA_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.antoniolopezgarcia.getafe/,0.64,0.96,0.66,8.05
20250517_28042061_IES ANTONIO LOPEZ GARCÍA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.antoniolopezgarcia.getafe,0.58,0.79,1,7.9
20250517_28042073_IES MARGARITA SALAS_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.margaritasalas.majadahonda/,0.65,0.96,0.66,8.07
20250517_28042073_IES MARGARITA SALAS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.margaritasalas.majadahonda,0.55,0.66,0.92,6.97
20250517_28042085_IES ANTONIO GALA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.antoniogala.mostoles/,0.57,0.96,0.66,7.88
20250517_28042085_IES ANTONIO GALA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.antoniogala.mostoles,0.41,0.79,0.83,7.05
20250517_28042097_IES MIGUEL HERNÁNDEZ_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.miguelhernandez.mostoles/,0.62,0.96,0.66,8.0
20250517_28042097_IES MIGUEL HERNÁNDEZ_url_web_LightHouse.json,http://www.educa.madrid.org/ies.miguelhernandez.mostoles,0.56,0.62,1,7.0
20250517_28042103_IES PINTOR ANTONIO LOPEZ_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.antoniolopez.trescantos/,0.66,0.96,0.66,8.1
20250517_28042103_IES PINTOR ANTONIO LOPEZ_url_web_LightHouse.json,http://www.educa.madrid.org/ies.antoniolopez.trescantos,0.89,0.76,0.66,7.68
20250517_28042115_IES ITACA_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.itaca.alcorcon/,0.63,0.96,0.66,8.03
20250517_28042115_IES ITACA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.itaca.alcorcon,0.88,0.76,0.66,7.65
20250517_28042590_IES ALBENIZ_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.albeniz.alcala,0.0,0.0,0.0,0.0
20250517_28042590_IES ALBENIZ_url_web_LightHouse.json,http://aulavirtual3.educa.madrid.org/ies.albeniz.alcala,0.0,0.0,0.0,0.0
20250517_28042607_IES LUIS BRAILLE_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.luisbraille.coslada/,0.63,0.96,0.66,8.03
20250517_28042607_IES LUIS BRAILLE_url_web_LightHouse.json,http://www.educa.madrid.org/ies.luisbraille.coslada,0.56,0.62,0.69,6.23
20250517_28042619_IES AFRICA_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.africa.fuenlabrada/,0.59,0.71,0.66,6.67
20250517_28042619_IES AFRICA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.africa.fuenlabrada,0.88,0.76,0.66,7.65
20250517_28042620_IES INFANTA ELENA_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.infantaelena.galapagar/,0.62,0.93,0.66,7.85
20250517_28042620_IES INFANTA ELENA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.infantaelena.galapagar,0.57,0.79,0.92,7.67
20250517_28042632_IES ICARO_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.icaro.getafe/,0.63,0.96,0.66,8.03
20250517_28042632_IES ICARO_url_web_LightHouse.json,https://site.educa.madrid.org/ies.icaro.getafe/,0.6,0.71,0.83,7.12
20250517_28042644_IES SANTA EUGENIA_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.santaeugenia.madrid/,0.64,0.96,0.66,8.05
20250517_28042644_IES SANTA EUGENIA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.santaeugenia.madrid,0.55,0.79,1,7.82
20250517_28042656_IES CLARA DEL REY_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.claradelrey.madrid/,0.63,0.96,0.66,8.03
20250517_28042656_IES CLARA DEL REY_url_web_LightHouse.json,http://www.educa.madrid.org/ies.claradelrey.madrid,0.89,0.76,0.66,7.68
20250517_28042668_IES EUROPA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.europa.mostoles/,0.62,0.96,0.66,8.0
20250517_28042668_IES EUROPA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.europa.mostoles,0.54,0.66,0.92,6.95
20250517_28042671_IES ANTONIO DE NEBRIJA_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.antoniodenebrija.mostoles/,0.65,0.96,0.66,8.07
20250517_28042671_IES ANTONIO DE NEBRIJA_url_web_LightHouse.json,https://site.educa.madrid.org/ies.antoniodenebrija.mostoles/,0.58,0.96,0.92,8.55
20250517_28042681_IES VALLE INCLAN_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.valleinclan.torrejondeardoz/,0.63,0.93,0.66,7.88
20250517_28042681_IES VALLE INCLAN_url_web_LightHouse.json,http://www.educa.madrid.org/ies.valleinclan.torrejondeardoz,0.53,0.62,0.85,6.55
20250517_28042981_IES ROSA CHACEL_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.rosachacel.colmenar/,0.55,0.75,0.66,6.78
20250517_28042981_IES ROSA CHACEL_url_web_LightHouse.json,http://www.educa.madrid.org/ies.rosachacel.colmenarviejo,0.88,0.76,0.66,7.65
20250517_28042991_IES VICTORIA KENT_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.victoriakent.fuenlabrada/,0.56,0.96,0.58,7.65
20250517_28042991_IES VICTORIA KENT_url_web_LightHouse.json,http://www.educa.madrid.org/ies.victoriakent.fuenlabrada,0.56,0.66,0.92,7.0
20250517_28043016_IES PABLO PICASSO_url_aula_LightHouse.json,https://aulavirtual36.educa.madrid.org/ies.picasso.pinto/,0.64,0.96,0.66,8.05
20250517_28043016_IES PABLO PICASSO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.picasso.pinto,0.88,0.76,0.66,7.65
20250517_28043028_IES JUAN DE MAIRENA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.juandemairena.sansebastian/,0.62,0.96,0.66,8.0
20250517_28043028_IES JUAN DE MAIRENA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.juandemairena.sansebastian,0.54,0.66,0.77,6.57
20250517_28044306_IES CARMEN CONDE_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.carmenconde.lasrozas/,0.57,0.71,0.66,6.62
20250517_28044306_IES CARMEN CONDE_url_web_LightHouse.json,http://www.educa.madrid.org/ies.carmenconde.lasrozas,0.37,0.66,0.85,6.35
20250517_28044318_IES LUIS GARCIA BERLANGA_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.garciaberlanga.coslada/,0.64,0.96,0.66,8.05
20250517_28044318_IES LUIS GARCIA BERLANGA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.garciaberlanga.coslada,0.54,0.66,0.92,6.95
20250517_28044719_IES RAYUELA_url_aula_LightHouse.json,https://aulavirtual34.educa.madrid.org/ies.rayuela.mostoles/,0.63,0.96,0.66,8.03
20250517_28044719_IES RAYUELA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.rayuela.mostoles,0.88,0.76,0.66,7.65
20250517_28044720_IES EL OLIVO_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.elolivo.parla/,0.55,0.96,0.66,7.82
20250517_28044720_IES EL OLIVO_url_web_LightHouse.json,https://site.educa.madrid.org/ies.elolivo.parla/,0.38,0.96,1,8.25
20250517_28044744_IES DOCTOR MARAÑON_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.maranon.alcala/,0.62,0.96,0.66,8.0
20250517_28044744_IES DOCTOR MARAÑON_url_web_LightHouse.json,http://www.educa.madrid.org/ies.maranon.alcala,0.58,0.79,0.92,7.7
20250517_28044756_IES DUQUE DE RIVAS_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.duquederivas.rivas/,0.63,0.96,0.66,8.03
20250517_28044756_IES DUQUE DE RIVAS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.duquederivas.rivas,0.56,0.72,0.91,7.28
20250517_28044768_IES ANSELMO LORENZO_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.anselmolorenzo.sanmartindelavega/,0.61,0.93,0.66,7.83
20250517_28044768_IES ANSELMO LORENZO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.anselmolorenzo.sanmartindelavega,0.59,0.79,1,7.92
20250517_28044902_IES FRANCISCO DE QUEVEDO_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.quevedo.madrid/,0.63,0.96,0.66,8.03
20250517_28044902_IES FRANCISCO DE QUEVEDO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.quevedo.madrid,0.56,0.66,0.92,7.0
20250517_28045025_IES LOS OLIVOS_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.losolivos.mejorada/,0.62,0.96,0.58,7.8
20250517_28045025_IES LOS OLIVOS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.losolivos.mejorada,0.88,0.76,0.66,7.65
20250517_28045037_IES MANUEL DE FALLA_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.manueldefalla.coslada/,0.65,0.96,0.66,8.07
20250517_28045037_IES MANUEL DE FALLA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.manueldefalla.coslada,0.56,0.66,0.92,7.0
20250517_28045049_IES VILLAREJO DE SALVANÉS_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.villarejo/,0.64,0.96,0.66,8.05
20250517_28045049_IES VILLAREJO DE SALVANÉS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.villarejo,0.56,0.62,0.85,6.62
20250517_28045050_IES LAZARO CARDENAS_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.lazarocardenas.colladovillalba/,0.57,0.96,0.66,7.88
20250517_28045050_IES LAZARO CARDENAS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.lazarocardenas.colladovillalba,0.5,0.79,1,7.7
20250517_28045633_IES FRANCISCO DE GOYA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.goya.madrid/,0.54,0.96,0.66,7.8
20250517_28045633_IES FRANCISCO DE GOYA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.goya.madrid,0.54,0.79,0.92,7.6
20250517_28045645_IES PEDRO DE TOLOSA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.pedrodetolosa.sanmartindevaldeiglesias/,0.63,0.96,0.66,8.03
20250517_28045645_IES PEDRO DE TOLOSA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.pedrodetolosa.sanmartindevaldeiglesias,0.88,0.76,0.66,7.65
20250517_28045773_IES SENDA GALIANA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.sendagaliana.torres/,0.62,0.96,0.66,8.0
20250517_28045773_IES SENDA GALIANA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.sendagaliana.torres,0.56,0.66,0.92,7.0
20250517_28045797_IES SEFARAD (NO EXISTE)_url_web_LightHouse.json,http://www.educa.madrid.org/ies.sefarad.fuenlabrada,0.0,0.76,0.63,5.38
20250517_28045803_IES HUMANES_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.humanes.humanes/,0.64,0.96,0.66,8.05
20250517_28045803_IES HUMANES_url_web_LightHouse.json,http://www.educa.madrid.org/ies.humanes.humanes,0.57,0.83,0.83,7.65
20250517_28045815_IES AVALON_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.avalon.valdemoro/,0.64,0.96,0.66,8.05
20250517_28045815_IES AVALON_url_web_LightHouse.json,http://www.educa.madrid.org/ies.avalon.valdemoro,0.55,0.66,0.92,6.97
20250517_28045839_IES VALMAYOR_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.valmayor.valdemorillo/,0.55,0.96,0.66,7.82
20250517_28045839_IES VALMAYOR_url_web_LightHouse.json,http://www.educa.madrid.org/ies.valmayor.valdemorillo,0.55,0.66,0.92,6.97
20250517_28045840_IES MADRID-SUR_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.madridsur.madrid/,0.63,0.93,0.66,7.88
20250517_28045840_IES MADRID-SUR_url_web_LightHouse.json,http://www.educa.madrid.org/ies.madridsur.madrid,0.53,0.38,0.85,5.35
20250517_28046091_IES ATENEA_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.atenea.alcala/,0.64,0.96,0.66,8.05
20250517_28046091_IES ATENEA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.atenea.alcala,0.56,0.55,0.92,6.45
20250517_28046111_IES ALPEDRETE_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.alpedrete.alpedrete/course/index.php?categoryid=5,0.62,0.96,0.58,7.8
20250517_28046111_IES ALPEDRETE_url_web_LightHouse.json,http://www.educa.madrid.org/ies.alpedrete.alpedrete,0.39,0.66,1,6.78
20250517_28046251_IES FRANCISCO AYALA_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.franciscoayala.hoyodemanzanares/,0.55,0.96,0.66,7.82
20250517_28046251_IES FRANCISCO AYALA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.franciscoayala.hoyodemanzanares,0.56,0.62,1,7.0
20250517_28046261_IES IGNACIO ALDECOA_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.ignacioaldecoa.getafe/,0.63,0.96,0.66,8.03
20250517_28046261_IES IGNACIO ALDECOA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.ignacioaldecoa.getafe,0.55,0.66,0.85,6.8
20250517_28046273_IES MAESTRO JUAN MARIA LEONET_url_aula_LightHouse.json,https://aulavirtual36.educa.madrid.org/ies.maestrojmleonet.villadelprado/,0.64,0.96,0.66,8.05
20250517_28046273_IES MAESTRO JUAN MARIA LEONET_url_web_LightHouse.json,http://www.educa.madrid.org/ies.maestrojmleonet.villadelprado,0.56,0.79,0.92,7.65
20250517_28046297_IES VEGA DEL TAJUÑA_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.vegadeltajuna.morata/,0.61,0.96,0.5,7.57
20250517_28046297_IES VEGA DEL TAJUÑA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.vegadeltajuna.morata,0.59,0.79,0.91,7.7
20250517_28046303_IES LAS ENCINAS_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.lasencinas.villanuevadelacanada/,0.62,0.96,0.66,8.0
20250517_28046303_IES LAS ENCINAS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.lasencinas.villanuevadelacanada,0.56,0.62,1,7.0
20250517_28046315_IES GRIÑON_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.grinon.grinon/,0.62,0.96,0.66,8.0
20250517_28046315_IES GRIÑON_url_web_LightHouse.json,http://www.educa.madrid.org/ies.grinon.grinon,0.55,0.66,0.77,6.6
20250517_28046339_IES SAN AGUSTIN DE GUADALIX_url_aula_LightHouse.json,https://aulavirtual34.educa.madrid.org/ies.sanagustin.sanagustin/,0.63,0.96,0.66,8.03
20250517_28046339_IES SAN AGUSTIN DE GUADALIX_url_web_LightHouse.json,http://www.educa.madrid.org/ies.sanagustin.sanagustin,0.57,0.76,0.82,7.27
20250517_28046352_IES CAÑADA REAL_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.canadareal.galapagar/,0.63,0.93,0.66,7.88
20250517_28046352_IES CAÑADA REAL_url_web_LightHouse.json,http://www.educa.madrid.org/ies.canadareal.galapagar,0.56,0.76,1,7.7
20250517_28046364_IES EL ESCORIAL_url_aula_LightHouse.json,https://aulavirtual36.educa.madrid.org/ies.elescorial.elescorial/,0.61,0.96,0.66,7.97
20250517_28046364_IES EL ESCORIAL_url_web_LightHouse.json,http://www.educa.madrid.org/ies.elescorial.elescorial,0.89,0.76,0.66,7.68
20250517_28046522_IES EUROPA_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.europa.rivas/,0.61,0.96,0.66,7.97
20250517_28046522_IES EUROPA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.europa.rivas,0.55,0.66,0.92,6.97
20250517_28046558_IES GREGORIO PECES-BARBA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.colmenarejo/,0.55,0.96,0.66,7.82
20250517_28046558_IES GREGORIO PECES-BARBA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.colmenarejo,0.54,0.38,1,5.75
20250517_28048282_IES PUERTA BONITA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.puertabonita.madrid/,0.57,0.96,0.66,7.88
20250517_28048282_IES PUERTA BONITA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.puertabonita.madrid,0.87,0.76,0.66,7.63
20250517_28048294_IES HOTEL ESCUELA DE LA COMUNIDAD DE MADRID_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.hotelescuela.madrid/,0.65,0.96,0.66,8.07
20250517_28048294_IES HOTEL ESCUELA DE LA COMUNIDAD DE MADRID_url_web_LightHouse.json,http://www.educa.madrid.org/ies.hotelescuela.madrid,0.57,0.79,0.92,7.67
20250517_28048476_IES FEDERICO GARCIA LORCA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.garcialorca.lasrozas/,0.51,0.96,0.58,7.52
20250517_28048476_IES FEDERICO GARCIA LORCA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.garcialorca.lasrozas,0.88,0.76,0.66,7.65
20250517_28049341_IES CENTRO DE CAPACITACION AGRARIA_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.capacitacionagraria.villaviciosa/,0.64,0.96,0.66,8.05
20250517_28049341_IES CENTRO DE CAPACITACION AGRARIA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.capacitacionagraria.villaviciosa,0.54,0.59,0.77,6.23
20250517_28049560_IES MIGUEL DE CERVANTES_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.cervantes.mostoles/,0.65,0.96,0.66,8.07
20250517_28049560_IES MIGUEL DE CERVANTES_url_web_LightHouse.json,https://site.educa.madrid.org/ies.cervantes.mostoles/,0.3,0.96,0.83,7.62
20250517_28050525_IES GABRIELA MISTRAL_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.gabrielamistral.arroyomolinos/,0.64,0.96,0.66,8.05
20250517_28050525_IES GABRIELA MISTRAL_url_web_LightHouse.json,http://www.educa.madrid.org/ies.gabrielamistral.arroyomolinos,0.57,0.76,0.75,7.1
20250517_28050537_IES ALFONSO MORENO_url_aula_LightHouse.json,https://aulavirtual36.educa.madrid.org/ies.alfonsomoreno.brunete/,0.54,0.96,0.66,7.8
20250517_28050537_IES ALFONSO MORENO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.alfonsomoreno.brunete,0.56,0.79,1,7.85
20250517_28050549_IES GABRIEL CISNEROS_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.gabrielcisneros.mostoles/,0.61,0.96,0.66,7.97
20250517_28050549_IES GABRIEL CISNEROS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.gabrielcisneros.mostoles,0.56,0.62,0.85,6.62
20250517_28050550_IES SEVILLA LA NUEVA_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.sevillalanueva.sevilla/,0.63,0.96,0.66,8.03
20250517_28050550_IES SEVILLA LA NUEVA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.sevillalanueva.sevilla,0.88,0.76,0.66,7.65
20250517_28050562_IES SAPERE AUDE_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.villanuevadelpardillo/,0.65,0.96,0.66,8.07
20250517_28050562_IES SAPERE AUDE_url_web_LightHouse.json,http://www.educa.madrid.org/ies.villanuevadelpardillo,0.56,0.79,0.92,7.65
20250517_28050720_IES MIGUEL DE CERVANTES_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.cervantes.mostoles/,0.63,0.96,0.66,8.03
20250517_28050720_IES MIGUEL DE CERVANTES_url_web_LightHouse.json,http://www.educa.madrid.org/ies.cervantes.mostoles,0.26,0.79,0.83,6.67
20250517_28050732_IES PROFESOR JULIO PEREZ_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.profesorjulioperez.rivas/,0.63,0.96,0.66,8.03
20250517_28050732_IES PROFESOR JULIO PEREZ_url_web_LightHouse.json,http://www.educa.madrid.org/ies.profesorjulioperez.rivas,0.55,0.62,0.92,6.78
20250517_28057180_IES LAS AMERICAS_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.lasamericas.parla/,0.55,0.96,0.66,7.82
20250517_28057180_IES LAS AMERICAS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.lasamericas.parla,0.34,0.79,1,7.3
20250517_28057209_IES ANA MARIA MATUTE_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.anammatute.velilla/,0.55,0.96,0.66,7.82
20250517_28057209_IES ANA MARIA MATUTE_url_web_LightHouse.json,https://www.educa2.madrid.org/web/centro.ies.anammatute.velilla,0.4,0.79,0.85,7.08
20250517_28057210_IES GASPAR SANZ_url_aula_LightHouse.json,https://aulavirtual36.educa.madrid.org/ies.gasparsanz.meco/,0.62,0.96,0.66,8.0
20250517_28057210_IES GASPAR SANZ_url_web_LightHouse.json,http://www.educa.madrid.org/ies.gasparsanz.meco,0.54,0.59,1,6.8
20250517_28057222_IES ADOLFO SUAREZ_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.adolfosuarez.paracuellos/,0.61,0.96,0.66,7.97
20250517_28057222_IES ADOLFO SUAREZ_url_web_LightHouse.json,http://www.educa.madrid.org/ies.adolfosuarez.paracuellos,0.51,0.79,0.92,7.52
20250517_28057271_IES RENACIMIENTO_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.renacimiento.madrid/,0.63,0.96,0.66,8.03
20250517_28057271_IES RENACIMIENTO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.renacimiento.madrid,0.52,0.59,0.92,6.55
