fichero,url,performance,best-practices,seo,calificacion
20250608_28020806_IES NUESTRA SEÑORA DE LA ALMUDENA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.almudena.madrid,0.88,0.76,0.66,7.65
20250608_28020831_IES TETUAN DE LAS VICTORIAS_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.tetuan.madrid/,0.43,0.96,0.66,7.53
20250608_28020831_IES TETUAN DE LAS VICTORIAS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.tetuan.madrid,0.87,0.76,0.66,7.63
20250608_28020855_IES CARDENAL HERRERA ORIA_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.cardenalherrera.madrid/,0.54,0.96,0.58,7.6
20250608_28020855_IES CARDENAL HERRERA ORIA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.cardenalherrera.madrid,0.36,0.79,0.92,7.15
20250608_28020892_IES BEATRIZ GALINDO_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.beatrizgalindo.madrid/,0.43,0.96,0.58,7.33
20250608_28020892_IES BEATRIZ GALINDO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.beatrizgalindo.madrid,0.47,0.59,0.85,6.25
20250608_28020909_IES ISABEL LA CATOLICA_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.isabellacatolica.boadilla/,0.43,0.96,0.66,7.53
20250608_28020909_IES ISABEL LA CATOLICA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.isabellacatolica.madrid,0.25,0.41,0.92,4.97
20250608_28020910_IES JUAN DE LA CIERVA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.juandelacierva.madrid/,0.42,0.96,0.66,7.5
20250608_28020910_IES JUAN DE LA CIERVA_url_web_LightHouse.json,http://iesjuandelacierva.es,0.58,0.79,0.92,7.7
20250608_28020934_IES CARDENAL CISNEROS_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.cardenalcisnero.madrid/,0.54,0.96,0.66,7.8
20250608_28020934_IES CARDENAL CISNEROS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.cardenalcisnero.madrid,0.58,0.76,1,7.75
20250608_28020946_IES SAN ISIDRO_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.sanisidro.madrid/,0.54,0.75,0.58,6.55
20250608_28020946_IES SAN ISIDRO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.sanisidro.madrid,0.5,0.76,1,7.55
20250608_28020958_IES EMPERATRIZ MARIA DE AUSTRIA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.emperatrizmaria.madrid/,0.56,0.96,0.66,7.85
20250608_28020958_IES EMPERATRIZ MARIA DE AUSTRIA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.emperatrizmaria.madrid,0.51,0.79,1,7.72
20250608_28020961_IES CALDERON DE LA BARCA_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.calderondelabar.madrid/,0.53,0.96,0.66,7.78
20250608_28020961_IES CALDERON DE LA BARCA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.calderondelabar.madrid,0.48,0.76,1,7.5
20250608_28021008_IES VISTA ALEGRE_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.vistaalegre.madrid/,0.56,0.96,0.66,7.85
20250608_28021008_IES VISTA ALEGRE_url_web_LightHouse.json,http://www.educa.madrid.org/ies.vistaalegre.madrid,0.39,0.66,0.85,6.4
20250608_28021252_IES PACIFICO_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.pacifico.madrid/,0.53,0.96,0.66,7.78
20250608_28021252_IES PACIFICO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.pacifico.madrid,0.51,0.66,0.85,6.7
20250608_28021549_IES PALOMERAS VALLECAS_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.palomerasvallecas.madrid/,0.52,0.96,0.66,7.75
20250608_28021549_IES PALOMERAS VALLECAS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.palomerasvallecas.madrid,0.52,0.76,0.83,7.18
20250608_28021550_IES GARCIA MORATO_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.garciamorato.madrid/,0.42,0.96,0.58,7.3
20250608_28021550_IES GARCIA MORATO_url_web_LightHouse.json,https://www.educa2.madrid.org/web/centro.ies.garciamorato.madrid,0.27,0.82,0.92,7.08
20250608_28021562_IES GRAN CAPITÁN_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.grancapitan.madrid/,0.42,0.96,0.58,7.3
20250608_28021562_IES GRAN CAPITÁN_url_web_LightHouse.json,http://www.educa.madrid.org/ies.grancapitan.madrid,0.38,0.62,0.85,6.18
20250608_28022207_IES CARMEN MARTIN GAITE_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.carmenmartingai.moralzarzal/,0.42,0.93,0.66,7.35
20250608_28022207_IES CARMEN MARTIN GAITE_url_web_LightHouse.json,http://www.educa.madrid.org/ies.carmenmartingai.moralzarzal,0.47,0.79,0.83,7.2
20250608_28022724_IES CIUDAD ESCOLAR_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.ciudadescolar.madrid/,0.43,0.96,0.66,7.53
20250608_28022724_IES CIUDAD ESCOLAR_url_web_LightHouse.json,http://www.educa.madrid.org/ies.ciudadescolar.madrid,0.51,0.62,0.92,6.67
20250608_28023194_IES FELIPE TRIGO_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.felipetrigo.mostoles/,0.51,0.96,0.58,7.52
20250608_28023194_IES FELIPE TRIGO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.felipetrigo.mostoles,0.37,0.62,0.92,6.32
20250608_28023212_IES JUAN GRIS_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.juangris.mostoles/,0.54,0.96,0.66,7.8
20250608_28023212_IES JUAN GRIS_url_web_LightHouse.json,https://www.iesjuangris.com/,0.6,0.93,0.77,8.07
20250608_28023327_IES CARMEN MARTIN GAITE_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.carmenmartingai.navalcarnero/,0.5,0.96,0.66,7.7
20250608_28023327_IES CARMEN MARTIN GAITE_url_web_LightHouse.json,http://www.educa.madrid.org/ies.carmenmartingai.navalcarnero,0.5,0.76,1,7.55
20250608_28023911_IES GERARDO DIEGO_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.gerardodiego.pozuelodealarcon/,0.55,0.96,0.58,7.62
20250608_28023911_IES GERARDO DIEGO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.gerardodiego.pozuelodealarcon,0.88,0.76,0.66,7.65
20250608_28024290_IES VEGA DEL JARAMA_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.vegadeljarama.sanfernando/,0.55,0.96,0.66,7.82
20250608_28024290_IES VEGA DEL JARAMA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.vegadeljarama.sanfernando,0.89,0.76,0.66,7.68
20250608_28024642_IES JOAN MIRO_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.joanmiro.sansebastian/,0.41,0.96,0.5,7.08
20250608_28024642_IES JOAN MIRO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.joanmiro.sansebastian,0.39,0.79,1,7.43
20250608_28025014_IES ISAAC PERAL_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.isaacperal.torrejondeardoz/,0.44,0.93,0.58,7.2
20250608_28025014_IES ISAAC PERAL_url_web_LightHouse.json,http://www.educa.madrid.org/ies.isaacperal.torrejondeardoz,0.46,0.66,0.92,6.75
20250608_28025026_IES LAS VEREDILLAS_url_aula_LightHouse.json,https://aulavirtual34.educa.madrid.org/ies.lasveredillas.torrejondeardoz/,0.55,0.96,0.66,7.82
20250608_28025026_IES LAS VEREDILLAS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.lasveredillas.torrejondeardoz,0.87,0.76,0.66,7.63
20250608_28025129_IES ALTO JARAMA_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.altojarama.torrelaguna/,0.5,0.96,0.66,7.7
20250608_28025129_IES ALTO JARAMA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.altojarama.torrelaguna,0.49,0.66,1,7.03
20250608_28025658_IES NUESTRA SEÑORA DE LA VICTORIA DE LEPANTO_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.victoria.villarejo/,0.54,0.96,0.66,7.8
20250608_28025658_IES NUESTRA SEÑORA DE LA VICTORIA DE LEPANTO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.victoria.villarejo,0.55,0.62,0.92,6.78
20250608_28025828_IES FELIPE II_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.felipesegundo.madrid/,0.53,0.96,0.66,7.78
20250608_28025828_IES FELIPE II_url_web_LightHouse.json,http://www.educa.madrid.org/ies.felipesegundo.madrid,0.49,0.79,1,7.68
20250608_28026031_IES VICENTE ALEIXANDRE_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.vicentealeixand.pinto/,0.55,0.96,0.66,7.82
20250608_28026031_IES VICENTE ALEIXANDRE_url_web_LightHouse.json,http://www.educa.madrid.org/ies.vicentealeixand.pinto,0.53,0.59,0.92,6.57
20250608_28026092_IES LOS CASTILLOS_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.loscastillos.alcorcon/,0.39,0.93,0.66,7.28
20250608_28026092_IES LOS CASTILLOS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.loscastillos.alcorcon,0.49,0.79,0.92,7.48
20250608_28028301_IES ARQUITECTO PEDRO GUMIEL_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.arquitectopedro.alcala/,0.55,0.96,0.66,7.82
20250608_28028301_IES ARQUITECTO PEDRO GUMIEL_url_web_LightHouse.json,http://www.educa.madrid.org/ies.arquitectopedro.alcala,0.89,0.76,0.66,7.68
20250608_28028350_IES MARIA MOLINER_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.mariamoliner.coslada/,0.53,0.96,0.66,7.78
20250608_28028350_IES MARIA MOLINER_url_web_LightHouse.json,http://www.educa.madrid.org/ies.mariamoliner.coslada,0.4,0.62,0.77,6.03
20250608_28028374_IES DIONISIO AGUADO_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.dionisioaguado.fuenlabrada/,0.42,0.96,0.66,7.5
20250608_28028374_IES DIONISIO AGUADO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.dionisioaguado.fuenlabrada,0.88,0.76,0.66,7.65
20250608_28028404_IES BUTARQUE_url_aula_LightHouse.json,https://aulavirtual34.educa.madrid.org/ies.butarque.leganes/,0.57,0.96,0.66,7.88
20250608_28028404_IES BUTARQUE_url_web_LightHouse.json,http://www.educa.madrid.org/ies.butarque.leganes,0.43,0.66,0.92,6.67
20250608_28028428_IES AVENIDA DE LOS TOREROS_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.avenidadelostor.madrid/,0.56,0.96,0.66,7.85
20250608_28028428_IES AVENIDA DE LOS TOREROS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.avenidadelostor.madrid,0.34,0.83,0.83,7.08
20250608_28028431_IES MARIANO JOSE DE LARRA_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.larra.madrid/,0.43,0.96,0.66,7.53
20250608_28028431_IES MARIANO JOSE DE LARRA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.larra.madrid,0.42,0.62,1,6.65
20250608_28028453_IES LA ESTRELLA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.laestrella.madrid/,0.53,0.93,0.66,7.63
20250608_28028453_IES LA ESTRELLA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.laestrella.madrid,0.26,0.66,0.92,6.25
20250608_28028465_IES SAN JUAN BAUTISTA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.sanjuanbautista.madrid/,0.43,0.96,0.66,7.53
20250608_28028465_IES SAN JUAN BAUTISTA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.sanjuanbautista.madrid,0.26,0.66,0.85,6.08
20250608_28028477_IES JAIME VERA_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.jaimevera.madrid/,0.56,0.96,0.66,7.85
20250608_28028477_IES JAIME VERA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.jaimevera.madrid,0.89,0.76,0.66,7.68
20250608_28028568_IES MANUEL DE FALLA_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.manueldefalla.mostoles/,0.51,0.96,0.66,7.72
20250608_28028568_IES MANUEL DE FALLA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.manueldefalla.mostoles,0.5,0.66,0.77,6.47
20250608_28028571_IES LAS ROZAS I_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.uno.lasrozas/,0.48,0.96,0.58,7.45
20250608_28028571_IES LAS ROZAS I_url_web_LightHouse.json,http://www.educa.madrid.org/ies.uno.lasrozas,0.3,0.79,0.92,7.0
20250608_28028611_IES GONZALO TORRENTE BALLESTER_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.torrenteballest.sansebastian/,0.45,0.79,0.66,6.73
20250608_28028611_IES GONZALO TORRENTE BALLESTER_url_web_LightHouse.json,http://www.educa.madrid.org/ies.torrenteballest.sansebastian,0.26,0.38,0.77,4.47
20250608_28028672_IES RAMIRO DE MAEZTU_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.ramirodemaeztu.madrid/,0.56,0.96,0.66,7.85
20250608_28028672_IES RAMIRO DE MAEZTU_url_web_LightHouse.json,http://www.educa.madrid.org/ies.ramirodemaeztu.madrid,0.51,0.62,0.85,6.5
20250608_28028684_IES JUAN DE HERRERA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.juandeherrera.sanlorenzo/,0.43,0.96,0.66,7.53
20250608_28028684_IES JUAN DE HERRERA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.juandeherrera.sanlorenzo,0.87,0.76,0.66,7.63
20250608_28030137_IES FORTUNY_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.fortuny.madrid/,0.54,0.96,0.66,7.8
20250608_28030137_IES FORTUNY_url_web_LightHouse.json,http://www.educa.madrid.org/ies.fortuny.madrid,0.5,0.66,0.85,6.67
20250608_28030149_IES CIUDAD DE LOS POETAS_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.ciudaddelospoetas.madrid/,0.38,0.96,0.66,7.4
20250608_28030149_IES CIUDAD DE LOS POETAS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.ciudaddelospoetas.madrid,0.53,0.66,0.92,6.92
20250608_28030150_IES RAMON Y CAJAL_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.ramonycajal.madrid/,0.55,0.96,0.66,7.82
20250608_28030150_IES RAMON Y CAJAL_url_web_LightHouse.json,http://www.educa.madrid.org/ies.ramonycajal.madrid,0.48,0.62,0.85,6.42
20250608_28030162_IES MIGUEL DELIBES_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.delibes.madrid/,0.54,0.96,0.66,7.8
20250608_28030162_IES MIGUEL DELIBES_url_web_LightHouse.json,http://www.educa.madrid.org/ies.delibes.madrid,0.33,0.79,0.83,6.85
20250608_28030174_IES CELESTINO MUTIS_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.celestinomutis.madrid/,0.56,0.96,0.66,7.85
20250608_28030174_IES CELESTINO MUTIS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.celestinomutis.madrid,0.57,0.76,0.92,7.52
20250608_28030186_IES DAMASO ALONSO_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.damasoalonso.madrid/,0.55,0.96,0.66,7.82
20250608_28030186_IES DAMASO ALONSO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.damasoalonso.madrid,0.46,0.62,1,6.75
20250608_28030216_IES HUMANEJOS_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.humanejos.parla/,0.41,0.96,0.58,7.28
20250608_28030216_IES HUMANEJOS_url_web_LightHouse.json,https://www.ieshumanejos.com,0.0,0.0,0.0,0.0
20250608_28030228_IES LEON FELIPE_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.leonfelipe.torrejondeardoz/,0.42,0.96,0.58,7.3
20250608_28030228_IES LEON FELIPE_url_web_LightHouse.json,http://www.educa.madrid.org/ies.leonfelipe.torrejondeardoz,0.43,0.66,0.85,6.5
20250608_28030241_IES PRADO DE SANTO DOMINGO_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.pradodesantodomingo.alcorcon/,0.43,0.96,0.66,7.53
20250608_28030241_IES PRADO DE SANTO DOMINGO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.pradodesantodomingo.alcorcon,0.41,0.76,1,7.32
20250608_28030575_IES ARTURO SORIA_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.arturosoria.madrid/,0.55,0.96,0.66,7.82
20250608_28030575_IES ARTURO SORIA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.arturosoria.madrid,0.26,0.62,0.77,5.67
20250608_28030903_IES MATEO ALEMAN_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.mateoaleman.alcala/,0.42,0.93,0.66,7.35
20250608_28030903_IES MATEO ALEMAN_url_web_LightHouse.json,http://www.educa.madrid.org/ies.mateoaleman.alcala,0.89,0.76,0.66,7.68
20250608_28030915_IES GALILEO GALILEI_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.galileogalilei.alcorcon/,0.42,0.96,0.58,7.3
20250608_28030915_IES GALILEO GALILEI_url_web_LightHouse.json,http://www.educa.madrid.org/ies.galileogalilei.alcorcon,0.45,0.59,0.92,6.38
20250608_28030927_IES BLAS DE OTERO_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.blasdeotero.madrid/,0.54,0.96,0.66,7.8
20250608_28030927_IES BLAS DE OTERO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.blasdeotero.madrid,0.48,0.55,1,6.45
20250608_28030939_IES SAN MATEO_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.sanmateo.madrid/,0.43,0.96,0.66,7.53
20250608_28030939_IES SAN MATEO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.sanmateo.madrid,0.27,0.59,0.77,5.55
20250608_28030952_IES MARIANA PINEDA_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.marianapineda.madrid/,0.43,0.96,0.66,7.53
20250608_28030952_IES MARIANA PINEDA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.marianapineda.madrid,0.42,0.79,1,7.5
20250608_28030964_IES VALLECAS-MAGERIT_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.magerit.madrid/,0.54,0.96,0.58,7.6
20250608_28030964_IES VALLECAS-MAGERIT_url_web_LightHouse.json,https://www.vmagerit.com,0.59,0.96,1,8.77
20250608_28030976_IES LAS MUSAS_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.lasmusas.madrid/,0.43,0.96,0.66,7.53
20250608_28030976_IES LAS MUSAS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.lasmusas.madrid,0.88,0.76,0.66,7.65
20250608_28031002_IES LEONARDO DA VINCI_url_aula_LightHouse.json,https://aulavirtual36.educa.madrid.org/ies.leonardodavinci.madrid/,0.47,0.96,0.66,7.62
20250608_28031002_IES LEONARDO DA VINCI_url_web_LightHouse.json,http://www.educa.madrid.org/ies.leonardodavinci.madrid,0.39,0.79,0.92,7.23
20250608_28031014_IES MORATALAZ_url_aula_LightHouse.json,https://aulavirtual34.educa.madrid.org/ies.moratalaz.madrid/,0.43,0.96,0.66,7.53
20250608_28031014_IES MORATALAZ_url_web_LightHouse.json,http://www.educa.madrid.org/ies.moratalaz.madrid,0.37,0.62,1,6.52
20250608_28031555_IES ESCUELA SUPERIOR DE HOSTELERIA Y TURISMO_url_aula_LightHouse.json,https://aulavirtual34.educa.madrid.org/ies.hosteleria.madrid/,0.55,0.96,0.66,7.82
20250608_28031555_IES ESCUELA SUPERIOR DE HOSTELERIA Y TURISMO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.hosteleria.madrid,0.87,0.76,0.66,7.63
20250608_28032471_IES ARQUITECTO PERIDIS_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.arquitectoperid.leganes/,0.55,0.96,0.66,7.82
20250608_28032471_IES ARQUITECTO PERIDIS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.arquitectoperid.leganes,0.51,0.62,0.92,6.67
20250608_28032481_IES CIUDAD DE JAEN_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.ciudaddejaen.madrid/,0.55,0.96,0.66,7.82
20250608_28032481_IES CIUDAD DE JAEN_url_web_LightHouse.json,http://www.educa.madrid.org/ies.ciudaddejaen.madrid,0.37,0.59,0.92,6.17
20250608_28032501_IES LEONARDO DA VINCI_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.leonardodavinci.majadahonda/,0.54,0.96,0.58,7.6
20250608_28032501_IES LEONARDO DA VINCI_url_web_LightHouse.json,http://www.educa.madrid.org/ies.leonardodavinci.majadahonda,0.57,0.79,0.75,7.25
20250608_28032559_IES ENRIQUE TIERNO GALVAN_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.tiernogalvan.leganes/,0.56,0.96,0.66,7.85
20250608_28032559_IES ENRIQUE TIERNO GALVAN_url_web_LightHouse.json,http://www.educa.madrid.org/ies.tiernogalvan.parla,0.47,0.79,1,7.62
20250608_28033527_IES PRINCIPE FELIPE_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.principefelipe.madrid/,0.43,0.96,0.66,7.53
20250608_28033527_IES PRINCIPE FELIPE_url_web_LightHouse.json,https://www.iesprincipefelipe.net/,0.47,0.96,1,8.47
20250608_28033539_IES ALAMEDA DE OSUNA_url_aula_LightHouse.json,https://www.educa2.madrid.org/web/centro.ies.alamedadeosuna.madrid/aula-virtual,0.51,0.79,0.92,7.52
20250608_28033539_IES ALAMEDA DE OSUNA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.alamedadeosuna.madrid,0.52,0.59,0.85,6.38
20250608_28033552_IES MANUELA MALASAÑA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.malasana.mostoles/,0.41,0.96,0.66,7.48
20250608_28033552_IES MANUELA MALASAÑA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.malasana.mostoles,0.48,0.79,0.92,7.45
20250608_28033850_IES GASPAR MELCHOR DE JOVELLANOS_url_aula_LightHouse.json,https://aulavirtual34.educa.madrid.org/ies.jovellanos.fuenlabrada/,0.56,0.96,0.66,7.85
20250608_28033850_IES GASPAR MELCHOR DE JOVELLANOS_url_web_LightHouse.json,http://www.educa.madrid.org/ies.jovellanos.fuenlabrada,0.55,0.79,1,7.82
20250608_28034441_IES SAN ISIDORO DE SEVILLA_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.sanisidoro.madrid/,0.53,0.96,0.66,7.78
20250608_28034441_IES SAN ISIDORO DE SEVILLA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.sanisidoro.madrid,0.49,0.62,0.85,6.45
20250608_28034507_IES JORGE GUILLEN_url_web_LightHouse.json,http://www.educa.madrid.org/ies.jorgeguillen.alcorcon,0.89,0.76,0.66,7.68
20250608_28035305_IES ALONSO QUIJANO_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.alonsoquijano.alcala/,0.54,0.96,0.66,7.8
20250608_28035305_IES ALONSO QUIJANO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.alonsoquijano.alcala,0.42,0.79,0.92,7.3
20250608_28035317_IES JOSE LUIS SAMPEDRO_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.sampedro.trescantos/,0.54,0.93,0.66,7.65
20250608_28035317_IES JOSE LUIS SAMPEDRO_url_web_LightHouse.json,http://www.educa.madrid.org/ies.sampedro.trescantos,0.48,0.66,0.77,6.43
20250608_28035330_IES JUAN DE VILLANUEVA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.juandevillanuev.madrid/,0.55,0.96,0.66,7.82
20250608_28035330_IES JUAN DE VILLANUEVA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.juandevillanuev.madrid,0.52,0.66,0.85,6.72
20250608_28035342_IES LA DEHESILLA_url_aula_LightHouse.json,https://aulavirtual35.educa.madrid.org/ies.ladehesilla.cercedilla/,0.55,0.96,0.66,7.82
20250608_28035342_IES LA DEHESILLA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.ladehesilla.cercedilla,0.47,0.62,0.85,6.4
20250608_28036978_IES LA ARBOLEDA_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.laarboleda.alcorcon/,0.56,0.96,0.58,7.65
20250608_28036978_IES LA ARBOLEDA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.laarboleda.alcorcon,0.55,0.79,0.92,7.62
20250608_28036981_IES LA POVEDA_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.lapoveda.arganda/,0.52,0.93,0.5,7.2
20250608_28036981_IES LA POVEDA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.lapoveda.arganda,0.5,0.76,0.83,7.12
20250608_28036991_IES ANGEL CORELLA_url_aula_LightHouse.json,https://aulavirtual3.educa.madrid.org/ies.angelcorella.colmenarviejo/,0.54,0.96,0.58,7.6
20250608_28036991_IES ANGEL CORELLA_url_web_LightHouse.json,http://www.educa.madrid.org/ies.angelcorella.colmenarviejo,0.41,0.79,0.92,7.28
20250608_28037004_IES ENRIQUE TIERNO GALVAN_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.tiernogalvan.leganes/,0.56,0.96,0.66,7.85
20250608_28037004_IES ENRIQUE TIERNO GALVAN_url_web_LightHouse.json,http://www.educa.madrid.org/ies.tiernogalvan.leganes,0.56,0.79,1,7.85
20250608_28037016_IES CIUDAD DE LOS ÁNGELES_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.ciudaddelosangeles.madrid/,0.43,0.96,0.66,7.53
20250608_28037016_IES CIUDAD DE LOS ÁNGELES_url_web_LightHouse.json,http://www.educa.madrid.org/ies.ciudaddelosangeles.madrid,0.33,0.59,0.92,6.08
20250608_28037028_IES ROSA CHACEL_url_aula_LightHouse.json,https://aulavirtual33.educa.madrid.org/ies.rosachacel.madrid/,0.55,0.96,0.66,7.82
20250608_28037028_IES ROSA CHACEL_url_web_LightHouse.json,http://www.educa.madrid.org/ies.rosachacel.madrid,0.59,0.79,0.91,7.7
20250608_28037031_IES ANTONIO DOMINGUEZ ORTIZ_url_aula_LightHouse.json,https://aulavirtual34.educa.madrid.org/ies.antoniodomingue.madrid/,0.56,0.96,0.66,7.85
20250608_28037031_IES ANTONIO DOMINGUEZ ORTIZ_url_web_LightHouse.json,http://www.educa.madrid.org/ies.antoniodomingue.madrid,0.54,0.76,0.83,7.23
20250608_28037041_IES JOAQUÍN RODRIGO_url_aula_LightHouse.json,https://aulavirtual32.educa.madrid.org/ies.joaquinrodrigo.madrid/,0.51,0.96,0.66,7.72
